識別號,漢字,漢字標音,常用度,切音,字韻,聲調,舒促聲,聲,韻,調,雅俗通標音,十五音標音,聲母號,韻母號,
273,駿,zun3,0.45 ,曾,君,上去,舒聲,z,un,3,君上去聲曾,君三曾,8,1,
274,鱒,zun3,0.45 ,曾,君,上去,舒聲,z,un,3,君上去聲曾,君三曾,8,1,
275,睃,zun3,0.45 ,曾,君,上去,舒聲,z,un,3,君上去聲曾,君三曾,8,1,
276,圳,zun3,0.45 ,曾,君,上去,舒聲,z,un,3,君上去聲曾,君三曾,8,1,
277,鋑,zun3,0.45 ,曾,君,上去,舒聲,z,un,3,君上去聲曾,君三曾,8,1,
278,舜,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
279,𠊫,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
280,蕣,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
281,巽,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
282,遜,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
283,孫,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
284,瞚,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
285,橓,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
286,瞬,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
287,𢁅,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
288,潠,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
289,噀,sun3,0.45 ,時,君,上去,舒聲,s,un,3,君上去聲時,君三時,10,1,
290,慍,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
291,蘊,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
292,搵,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
293,縕,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
294,醞,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
295,韞,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
296,溫,qun3,0.45 ,英,君,上去,舒聲,q,un,3,君上去聲英,君三英,11,1,
297,寸,cun3,0.45 ,出,君,上去,舒聲,c,un,3,君上去聲出,君三出,14,1,
298,訓,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
299,僨,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
300,𦘶,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
301,馴,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
302,𥂙,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
303,奮,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
304,糞,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
305,爋,hun3,0.45 ,喜,君,上去,舒聲,h,un,3,君上去聲喜,君三喜,15,1,
306,不,put4,0.45 ,邊,君,上入,促聲,p,ut,4,君上入聲邊,君四邊,2,2,
307,扒,put4,0.45 ,邊,君,上入,促聲,p,ut,4,君上入聲邊,君四邊,2,2,
308,朳,put4,0.45 ,邊,君,上入,促聲,p,ut,4,君上入聲邊,君四邊,2,2,
309,骨,kut4,0.45 ,求,君,上入,促聲,k,ut,4,君上入聲求,君四求,3,2,
310,榾,kut4,0.45 ,求,君,上入,促聲,k,ut,4,君上入聲求,君四求,3,2,
311,𥠳,kut4,0.45 ,求,君,上入,促聲,k,ut,4,君上入聲求,君四求,3,2,
312,窟,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
313,㵠,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
314,堀,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
315,詘,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
316,𡼿,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
317,屈,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
318,𦁐,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
319,𦜇,khut4,0.45 ,去,君,上入,促聲,kh,ut,4,君上入聲去,君四去,4,2,
320,㑁,tut4,0.45 ,地,君,上入,促聲,t,ut,4,君上入聲地,君四地,5,2,
321,咄,tut4,0.45 ,地,君,上入,促聲,t,ut,4,君上入聲地,君四地,5,2,
322,㤕,tut4,0.45 ,地,君,上入,促聲,t,ut,4,君上入聲地,君四地,5,2,
323,飿,tut4,0.45 ,地,君,上入,促聲,t,ut,4,君上入聲地,君四地,5,2,
324,昢,phut4,0.45 ,頗,君,上入,促聲,ph,ut,4,君上入聲頗,君四頗,6,2,
325,朏,phut4,0.45 ,頗,君,上入,促聲,ph,ut,4,君上入聲頗,君四頗,6,2,
326,𥩾,phut4,0.45 ,頗,君,上入,促聲,ph,ut,4,君上入聲頗,君四頗,6,2,
327,䭯,phut4,0.45 ,頗,君,上入,促聲,ph,ut,4,君上入聲頗,君四頗,6,2,
328,㛘,phut4,0.45 ,頗,君,上入,促聲,ph,ut,4,君上入聲頗,君四頗,6,2,
329,怵,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
330,𢬳,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
331,禿,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
332,頹,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
333,䠈,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
334,黜,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
335,痜,thut4,0.45 ,他,君,上入,促聲,th,ut,4,君上入聲他,君四他,7,2,
336,卒,zut4,0.45 ,曾,君,上入,促聲,z,ut,4,君上入聲曾,君四曾,8,2,
337,倅,zut4,0.45 ,曾,君,上入,促聲,z,ut,4,君上入聲曾,君四曾,8,2,
338,卆,zut4,0.45 ,曾,君,上入,促聲,z,ut,4,君上入聲曾,君四曾,8,2,
339,䘚,zut4,0.45 ,曾,君,上入,促聲,z,ut,4,君上入聲曾,君四曾,8,2,
340,捽,zut4,0.45 ,曾,君,上入,促聲,z,ut,4,君上入聲曾,君四曾,8,2,
341,窋,zut4,0.45 ,曾,君,上入,促聲,z,ut,4,君上入聲曾,君四曾,8,2,
342,率,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
343,恤,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
344,𠌭,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
345,䢦,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
346,戌,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
347,㖅,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
348,窣,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
349,卹,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
350,賉,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
351,帥,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
352,蟀,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
353,𩘱,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
354,𠞩,sut4,0.45 ,時,君,上入,促聲,s,ut,4,君上入聲時,君四時,10,2,
355,熨,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
356,菀,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
357,鬱,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
358,欝,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
359,叞,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
360,殟,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
361,𩑦,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
362,𢺴,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
363,𡨿,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
364,𩰪,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
365,𠝑,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
366,爩,qut4,0.45 ,英,君,上入,促聲,q,ut,4,君上入聲英,君四英,11,2,
367,魩,but4,0.45 ,門,君,上入,促聲,b,ut,4,君上入聲門,君四門,12,2,
368,𡼘,gut4,0.45 ,語,君,上入,促聲,g,ut,4,君上入聲語,君四語,13,2,
369,矻,gut4,0.45 ,語,君,上入,促聲,g,ut,4,君上入聲語,君四語,13,2,
370,𤟎,gut4,0.45 ,語,君,上入,促聲,g,ut,4,君上入聲語,君四語,13,2,
371,出,cut4,0.45 ,出,君,上入,促聲,c,ut,4,君上入聲出,君四出,14,2,
372,齣,cut4,0.45 ,出,君,上入,促聲,c,ut,4,君上入聲出,君四出,14,2,
373,乀,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
374,弗,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
375,彿,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
376,佛,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
377,拂,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
378,𢂀,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
379,怫,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
380,咈,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
381,唿,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
382,綍,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
383,紼,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
384,紱,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
385,袚,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
386,韍,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
387,黻,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
388,祓,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
389,髴,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
390,惚,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
391,忽,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
392,囫,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
393,笏,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
394,甶,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
395,𡱽,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
396,𢝻,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
397,曶,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
398,䝆,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
399,𧰮,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
400,𩖼,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
401,颰,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
402,㪄,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
403,䬍,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
404,歘,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
405,艴,hut4,0.45 ,喜,君,上入,促聲,h,ut,4,君上入聲喜,君四喜,15,2,
406,輪,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
407,侖,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
408,倫,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
409,圇,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
410,崙,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
411,崘,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
412,掄,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
413,腀,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
414,綸,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
415,論,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
416,淪,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
417,㖮,lun5,0.45 ,柳,君,下平,舒聲,l,un,5,君下平聲柳,君五柳,1,1,
418,歕,pun5,0.45 ,邊,君,下平,舒聲,p,un,5,君下平聲邊,君五邊,2,1,
419,群,kun5,0.45 ,求,君,下平,舒聲,k,un,5,君下平聲求,君五求,3,1,
420,宭,kun5,0.45 ,求,君,下平,舒聲,k,un,5,君下平聲求,君五求,3,1,
421,羣,kun5,0.45 ,求,君,下平,舒聲,k,un,5,君下平聲求,君五求,3,1,
422,帬,kun5,0.45 ,求,君,下平,舒聲,k,un,5,君下平聲求,君五求,3,1,
423,𢂽,kun5,0.45 ,求,君,下平,舒聲,k,un,5,君下平聲求,君五求,3,1,
424,裙,kun5,0.45 ,求,君,下平,舒聲,k,un,5,君下平聲求,君五求,3,1,
425,脣,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
426,唇,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
427,漘,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
428,豚,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
429,豘,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
430,屯,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
431,魨,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
432,臀,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
433,吨,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
434,軘,tun5,0.45 ,地,君,下平,舒聲,t,un,5,君下平聲地,君五地,5,1,
435,盆,phun5,0.45 ,頗,君,下平,舒聲,ph,un,5,君下平聲頗,君五頗,6,1,
436,葐,phun5,0.45 ,頗,君,下平,舒聲,ph,un,5,君下平聲頗,君五頗,6,1,
437,㖹,phun5,0.45 ,頗,君,下平,舒聲,ph,un,5,君下平聲頗,君五頗,6,1,
438,湓,phun5,0.45 ,頗,君,下平,舒聲,ph,un,5,君下平聲頗,君五頗,6,1,
439,坌,thun5,0.45 ,他,君,下平,舒聲,th,un,5,君下平聲他,君五他,7,1,
440,豚,thun5,0.45 ,他,君,下平,舒聲,th,un,5,君下平聲他,君五他,7,1,
441,䝍,thun5,0.45 ,他,君,下平,舒聲,th,un,5,君下平聲他,君五他,7,1,
442,黗,thun5,0.45 ,他,君,下平,舒聲,th,un,5,君下平聲他,君五他,7,1,
443,存,zun5,0.45 ,曾,君,下平,舒聲,z,un,5,君下平聲曾,君五曾,8,1,
444,拵,zun5,0.45 ,曾,君,下平,舒聲,z,un,5,君下平聲曾,君五曾,8,1,
445,逡,zun5,0.45 ,曾,君,下平,舒聲,z,un,5,君下平聲曾,君五曾,8,1,
446,廵,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
447,侚,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
448,𠊫,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
449,偱,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
450,循,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
451,徇,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
452,狥,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
453,洵,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
454,淳,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
455,惇,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
456,恂,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
457,詢,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
458,旬,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
459,峋,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
460,珣,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
461,㡄,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
462,荀,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
463,郇,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
464,巡,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
465,犉,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
466,醇,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
467,鶉,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
468,馴,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
469,殉,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
470,䋸,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
471,槆,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
472,杊,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
473,純,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
474,焞,sun5,0.45 ,時,君,下平,舒聲,s,un,5,君下平聲時,君五時,10,1,
475,沄,qun5,0.45 ,英,君,下平,舒聲,q,un,5,君下平聲英,君五英,11,1,
476,澐,qun5,0.45 ,英,君,下平,舒聲,q,un,5,君下平聲英,君五英,11,1,
477,縜,qun5,0.45 ,英,君,下平,舒聲,q,un,5,君下平聲英,君五英,11,1,
478,文,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
479,旻,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
480,雯,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
481,紋,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
482,捫,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
483,門,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
484,聞,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
485,䎹,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
486,穈,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
487,亹,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
488,𩑥,bun5,0.45 ,門,君,下平,舒聲,b,un,5,君下平聲門,君五門,12,1,
489,輑,gun5,0.45 ,語,君,下平,舒聲,g,un,5,君下平聲語,君五語,13,1,
490,犚,gun5,0.45 ,語,君,下平,舒聲,g,un,5,君下平聲語,君五語,13,1,
491,㑮,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
492,墳,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
493,幩,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
494,汾,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
495,渾,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
496,濆,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
497,枌,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
498,蕡,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
499,痕,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
500,瘒,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
501,羵,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
502,朌,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
503,頒,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
504,焚,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
505,緄,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
506,餛,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
507,魂,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
508,㮯,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
509,雲,hun5,0.45 ,喜,君,下平,舒聲,h,un,5,君下平聲喜,君五喜,15,1,
510,論,lun7,0.45 ,柳,君,下去,舒聲,l,un,7,君下去聲柳,君七柳,1,1,
511,崙,lun7,0.45 ,柳,君,下去,舒聲,l,un,7,君下去聲柳,君七柳,1,1,
512,崘,lun7,0.45 ,柳,君,下去,舒聲,l,un,7,君下去聲柳,君七柳,1,1,
513,笨,pun7,0.45 ,邊,君,下去,舒聲,p,un,7,君下去聲邊,君七邊,2,1,
514,㤓,pun7,0.45 ,邊,君,下去,舒聲,p,un,7,君下去聲邊,君七邊,2,1,
515,体,pun7,0.45 ,邊,君,下去,舒聲,p,un,7,君下去聲邊,君七邊,2,1,
516,𥭒,pun7,0.45 ,邊,君,下去,舒聲,p,un,7,君下去聲邊,君七邊,2,1,
517,郡,kun7,0.45 ,求,君,下去,舒聲,k,un,7,君下去聲求,君七求,3,1,
518,㖥,kun7,0.45 ,求,君,下去,舒聲,k,un,7,君下去聲求,君七求,3,1,
519,遁,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
520,腯,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
521,屯,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
522,偱,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
523,遯,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
524,沌,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
525,鈍,tun7,0.45 ,地,君,下去,舒聲,t,un,7,君下去聲地,君七地,5,1,
526,坉,thun7,0.45 ,他,君,下去,舒聲,th,un,7,君下去聲他,君七他,7,1,
527,銌,zun7,0.45 ,曾,君,下去,舒聲,z,un,7,君下去聲曾,君七曾,8,1,
528,潤,jun7,0.45 ,入,君,下去,舒聲,j,un,7,君下去聲入,君七入,9,1,
529,㠈,jun7,0.45 ,入,君,下去,舒聲,j,un,7,君下去聲入,君七入,9,1,
530,閏,jun7,0.45 ,入,君,下去,舒聲,j,un,7,君下去聲入,君七入,9,1,
531,媆,jun7,0.45 ,入,君,下去,舒聲,j,un,7,君下去聲入,君七入,9,1,
532,嫰,jun7,0.45 ,入,君,下去,舒聲,j,un,7,君下去聲入,君七入,9,1,
533,順,sun7,0.45 ,時,君,下去,舒聲,s,un,7,君下去聲時,君七時,10,1,
534,運,qun7,0.45 ,英,君,下去,舒聲,q,un,7,君下去聲英,君七英,11,1,
535,暈,qun7,0.45 ,英,君,下去,舒聲,q,un,7,君下去聲英,君七英,11,1,
536,緷,qun7,0.45 ,英,君,下去,舒聲,q,un,7,君下去聲英,君七英,11,1,
537,鄆,qun7,0.45 ,英,君,下去,舒聲,q,un,7,君下去聲英,君七英,11,1,
538,韻,qun7,0.45 ,英,君,下去,舒聲,q,un,7,君下去聲英,君七英,11,1,
539,韵,qun7,0.45 ,英,君,下去,舒聲,q,un,7,君下去聲英,君七英,11,1,
540,問,bun7,0.45 ,門,君,下去,舒聲,b,un,7,君下去聲門,君七門,12,1,
541,們,bun7,0.45 ,門,君,下去,舒聲,b,un,7,君下去聲門,君七門,12,1,
542,聞,bun7,0.45 ,門,君,下去,舒聲,b,un,7,君下去聲門,君七門,12,1,
543,悶,bun7,0.45 ,門,君,下去,舒聲,b,un,7,君下去聲門,君七門,12,1,
544,紊,bun7,0.45 ,門,君,下去,舒聲,b,un,7,君下去聲門,君七門,12,1,
545,汶,bun7,0.45 ,門,君,下去,舒聲,b,un,7,君下去聲門,君七門,12,1,
546,謴,gun7,0.45 ,語,君,下去,舒聲,g,un,7,君下去聲語,君七語,13,1,
547,𨥓,gun7,0.45 ,語,君,下去,舒聲,g,un,7,君下去聲語,君七語,13,1,
