識別號,漢字,聲母,韻母,聲調,常用度,台語音標聲母,台語音標韻母,台語音標拼音,方音符號聲母,方音符號韻母,方音符號注音,聲母識別碼,韻母識別碼,聲調識別碼
241,𧬪,求,君,上去,,k,un,kun3,ㄍ,ㄨㄣ,ㄍㄨㄣ3,3,1,3
242,䵪,求,君,上去,,k,un,kun3,ㄍ,ㄨㄣ,ㄍㄨㄣ3,3,1,3
243,困,去,君,上去,,kh,un,khun3,ㄎ,ㄨㄣ,ㄎㄨㄣ3,4,1,3
244,𡻨,去,君,上去,,kh,un,khun3,ㄎ,ㄨㄣ,ㄎㄨㄣ3,4,1,3
245,㫻,去,君,上去,,kh,un,khun3,ㄎ,ㄨㄣ,ㄎㄨㄣ3,4,1,3
246,睏,去,君,上去,,kh,un,khun3,ㄎ,ㄨㄣ,ㄎㄨㄣ3,4,1,3
247,頓,地,君,上去,,t,un,tun3,ㄉ,ㄨㄣ,ㄉㄨㄣ3,5,1,3
248,扽,地,君,上去,,t,un,tun3,ㄉ,ㄨㄣ,ㄉㄨㄣ3,5,1,3
249,䔚,地,君,上去,,t,un,tun3,ㄉ,ㄨㄣ,ㄉㄨㄣ3,5,1,3
250,吩,頗,君,上去,,ph,un,phun3,ㄆ,ㄨㄣ,ㄆㄨㄣ3,6,1,3
251,𠴮,頗,君,上去,0.01 ,ph,un,phun3,ㄆ,ㄨㄣ,ㄆㄨㄣ3,6,1,3
252,喯,頗,君,上去,,ph,un,phun3,ㄆ,ㄨㄣ,ㄆㄨㄣ3,6,1,3
253,逩,頗,君,上去,,ph,un,phun3,ㄆ,ㄨㄣ,ㄆㄨㄣ3,6,1,3
254,泍,頗,君,上去,,ph,un,phun3,ㄆ,ㄨㄣ,ㄆㄨㄣ3,6,1,3
255,噴,頗,君,上去,,ph,un,phun3,ㄆ,ㄨㄣ,ㄆㄨㄣ3,6,1,3
256,𤶕,他,君,上去,,th,un,thun3,ㄊ,ㄨㄣ,ㄊㄨㄣ3,7,1,3
257,褪,他,君,上去,,th,un,thun3,ㄊ,ㄨㄣ,ㄊㄨㄣ3,7,1,3
258,飩,他,君,上去,,th,un,thun3,ㄊ,ㄨㄣ,ㄊㄨㄣ3,7,1,3
259,𪑒,他,君,上去,,th,un,thun3,ㄊ,ㄨㄣ,ㄊㄨㄣ3,7,1,3
260,俊,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
261,儁,曾,君,上去,0.01 ,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
262,雋,曾,君,上去,0.01 ,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
263,峻,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
264,𡼕,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
265,懏,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
266,狻,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
267,竣,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
268,浚,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
269,逡,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
270,濬,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
271,畯,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
272,餕,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
273,駿,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
274,鱒,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
275,睃,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
276,圳,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
277,鋑,曾,君,上去,,z,un,zun3,ㄗ,ㄨㄣ,ㄗㄨㄣ3,8,1,3
278,舜,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
279,𠊫,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
280,蕣,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
281,巽,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
282,遜,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
283,孫,時,君,上去,0.01 ,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
284,瞚,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
285,橓,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
286,瞬,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
287,𢁅,時,君,上去,0.01 ,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
288,潠,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
289,噀,時,君,上去,,s,un,sun3,ㄙ,ㄨㄣ,ㄙㄨㄣ3,10,1,3
290,慍,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
291,蘊,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
292,搵,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
293,縕,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
294,醞,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
295,韞,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
296,溫,英,君,上去,,q,un,qun3,,ㄨㄣ,ㄨㄣ3,11,1,3
297,寸,出,君,上去,,c,un,cun3,ㄘ,ㄨㄣ,ㄘㄨㄣ3,14,1,3
298,訓,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
299,僨,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
300,𦘶,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
301,馴,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
302,𥂙,喜,君,上去,0.01 ,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
303,奮,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
304,糞,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
305,爋,喜,君,上去,,h,un,hun3,ㄏ,ㄨㄣ,ㄏㄨㄣ3,15,1,3
306,不,邊,君,上入,,p,ut,put4,ㄅ,ㄨㆵ,ㄅㄨㆵ4,2,2,4
307,扒,邊,君,上入,,p,ut,put4,ㄅ,ㄨㆵ,ㄅㄨㆵ4,2,2,4
308,朳,邊,君,上入,,p,ut,put4,ㄅ,ㄨㆵ,ㄅㄨㆵ4,2,2,4
309,骨,求,君,上入,,k,ut,kut4,ㄍ,ㄨㆵ,ㄍㄨㆵ4,3,2,4
310,榾,求,君,上入,,k,ut,kut4,ㄍ,ㄨㆵ,ㄍㄨㆵ4,3,2,4
311,𥠳,求,君,上入,,k,ut,kut4,ㄍ,ㄨㆵ,ㄍㄨㆵ4,3,2,4
312,窟,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
313,㵠,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
314,堀,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
315,詘,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
316,𡼿,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
317,屈,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
318,𦁐,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
319,𦜇,去,君,上入,,kh,ut,khut4,ㄎ,ㄨㆵ,ㄎㄨㆵ4,4,2,4
320,㑁,地,君,上入,,t,ut,tut4,ㄉ,ㄨㆵ,ㄉㄨㆵ4,5,2,4
321,咄,地,君,上入,,t,ut,tut4,ㄉ,ㄨㆵ,ㄉㄨㆵ4,5,2,4
322,㤕,地,君,上入,,t,ut,tut4,ㄉ,ㄨㆵ,ㄉㄨㆵ4,5,2,4
323,飿,地,君,上入,,t,ut,tut4,ㄉ,ㄨㆵ,ㄉㄨㆵ4,5,2,4
324,昢,頗,君,上入,,ph,ut,phut4,ㄆ,ㄨㆵ,ㄆㄨㆵ4,6,2,4
325,朏,頗,君,上入,,ph,ut,phut4,ㄆ,ㄨㆵ,ㄆㄨㆵ4,6,2,4
326,𥩾,頗,君,上入,,ph,ut,phut4,ㄆ,ㄨㆵ,ㄆㄨㆵ4,6,2,4
327,䭯,頗,君,上入,,ph,ut,phut4,ㄆ,ㄨㆵ,ㄆㄨㆵ4,6,2,4
328,㛘,頗,君,上入,,ph,ut,phut4,ㄆ,ㄨㆵ,ㄆㄨㆵ4,6,2,4
329,怵,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
330,𢬳,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
331,禿,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
332,頹,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
333,䠈,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
334,黜,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
335,痜,他,君,上入,,th,ut,thut4,ㄊ,ㄨㆵ,ㄊㄨㆵ4,7,2,4
336,卒,曾,君,上入,,z,ut,zut4,ㄗ,ㄨㆵ,ㄗㄨㆵ4,8,2,4
337,倅,曾,君,上入,,z,ut,zut4,ㄗ,ㄨㆵ,ㄗㄨㆵ4,8,2,4
338,卆,曾,君,上入,0.01 ,z,ut,zut4,ㄗ,ㄨㆵ,ㄗㄨㆵ4,8,2,4
339,䘚,曾,君,上入,0.01 ,z,ut,zut4,ㄗ,ㄨㆵ,ㄗㄨㆵ4,8,2,4
340,捽,曾,君,上入,,z,ut,zut4,ㄗ,ㄨㆵ,ㄗㄨㆵ4,8,2,4
341,窋,曾,君,上入,,z,ut,zut4,ㄗ,ㄨㆵ,ㄗㄨㆵ4,8,2,4
342,率,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
343,恤,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
344,𠌭,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
345,䢦,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
346,戌,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
347,㖅,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
348,窣,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
349,卹,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
350,賉,時,君,上入,0.01 ,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
351,帥,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
352,蟀,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
353,𩘱,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
354,𠞩,時,君,上入,,s,ut,sut4,ㄙ,ㄨㆵ,ㄙㄨㆵ4,10,2,4
355,熨,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
356,菀,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
357,鬱,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
358,欝,英,君,上入,0.01 ,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
359,叞,英,君,上入,0.01 ,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
360,殟,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
361,𩑦,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
362,𢺴,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
363,𡨿,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
364,𩰪,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
365,𠝑,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
366,爩,英,君,上入,,q,ut,qut4,,ㄨㆵ,ㄨㆵ4,11,2,4
367,魩,門,君,上入,,b,ut,but4,ㆠ,ㄨㆵ,ㆠㄨㆵ4,12,2,4
368,𡼘,語,君,上入,,g,ut,gut4,ㆣ,ㄨㆵ,ㆣㄨㆵ4,13,2,4
369,矻,語,君,上入,,g,ut,gut4,ㆣ,ㄨㆵ,ㆣㄨㆵ4,13,2,4
370,𤟎,語,君,上入,,g,ut,gut4,ㆣ,ㄨㆵ,ㆣㄨㆵ4,13,2,4
371,出,出,君,上入,,c,ut,cut4,ㄘ,ㄨㆵ,ㄘㄨㆵ4,14,2,4
372,齣,出,君,上入,,c,ut,cut4,ㄘ,ㄨㆵ,ㄘㄨㆵ4,14,2,4
373,乀,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
374,弗,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
375,彿,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
376,佛,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
377,拂,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
378,𢂀,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
379,怫,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
380,咈,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
381,唿,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
382,綍,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
383,紼,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
384,紱,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
385,袚,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
386,韍,喜,君,上入,0.01 ,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
387,黻,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
388,祓,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
389,髴,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
390,惚,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
391,忽,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
392,囫,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
393,笏,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
394,甶,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
395,𡱽,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
396,𢝻,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
397,曶,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
398,䝆,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
399,𧰮,喜,君,上入,0.01 ,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
400,𩖼,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
401,颰,喜,君,上入,0.01 ,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
402,㪄,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
403,䬍,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
404,歘,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
405,艴,喜,君,上入,,h,ut,hut4,ㄏ,ㄨㆵ,ㄏㄨㆵ4,15,2,4
406,輪,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
407,侖,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
408,倫,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
409,圇,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
410,崙,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
411,崘,柳,君,下平,0.01 ,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
412,掄,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
413,腀,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
414,綸,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
415,論,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
416,淪,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
417,㖮,柳,君,下平,,l,un,lun5,ㄌ,ㄨㄣ,ㄌㄨㄣ5,1,1,5
418,歕,邊,君,下平,0.01 ,p,un,pun5,ㄅ,ㄨㄣ,ㄅㄨㄣ5,2,1,5
419,群,求,君,下平,,k,un,kun5,ㄍ,ㄨㄣ,ㄍㄨㄣ5,3,1,5
420,宭,求,君,下平,,k,un,kun5,ㄍ,ㄨㄣ,ㄍㄨㄣ5,3,1,5
421,羣,求,君,下平,0.01 ,k,un,kun5,ㄍ,ㄨㄣ,ㄍㄨㄣ5,3,1,5
422,帬,求,君,下平,0.01 ,k,un,kun5,ㄍ,ㄨㄣ,ㄍㄨㄣ5,3,1,5
423,𢂽,求,君,下平,,k,un,kun5,ㄍ,ㄨㄣ,ㄍㄨㄣ5,3,1,5
424,裙,求,君,下平,,k,un,kun5,ㄍ,ㄨㄣ,ㄍㄨㄣ5,3,1,5
425,脣,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
426,唇,地,君,下平,0.01 ,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
427,漘,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
428,豚,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
429,豘,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
430,屯,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
431,魨,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
432,臀,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
433,吨,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
434,軘,地,君,下平,,t,un,tun5,ㄉ,ㄨㄣ,ㄉㄨㄣ5,5,1,5
435,盆,頗,君,下平,,ph,un,phun5,ㄆ,ㄨㄣ,ㄆㄨㄣ5,6,1,5
436,葐,頗,君,下平,,ph,un,phun5,ㄆ,ㄨㄣ,ㄆㄨㄣ5,6,1,5
437,㖹,頗,君,下平,,ph,un,phun5,ㄆ,ㄨㄣ,ㄆㄨㄣ5,6,1,5
438,湓,頗,君,下平,,ph,un,phun5,ㄆ,ㄨㄣ,ㄆㄨㄣ5,6,1,5
439,坌,他,君,下平,,th,un,thun5,ㄊ,ㄨㄣ,ㄊㄨㄣ5,7,1,5
440,豚,他,君,下平,,th,un,thun5,ㄊ,ㄨㄣ,ㄊㄨㄣ5,7,1,5
441,䝍,他,君,下平,,th,un,thun5,ㄊ,ㄨㄣ,ㄊㄨㄣ5,7,1,5
442,黗,他,君,下平,,th,un,thun5,ㄊ,ㄨㄣ,ㄊㄨㄣ5,7,1,5
443,存,曾,君,下平,,z,un,zun5,ㄗ,ㄨㄣ,ㄗㄨㄣ5,8,1,5
444,拵,曾,君,下平,,z,un,zun5,ㄗ,ㄨㄣ,ㄗㄨㄣ5,8,1,5
445,逡,曾,君,下平,,z,un,zun5,ㄗ,ㄨㄣ,ㄗㄨㄣ5,8,1,5
446,廵,時,君,下平,0.01 ,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
447,侚,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
448,𠊫,時,君,下平,0.01 ,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
449,偱,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
450,循,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
451,徇,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
452,狥,時,君,下平,0.01 ,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
453,洵,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
454,淳,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
455,惇,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
456,恂,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
457,詢,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
458,旬,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
459,峋,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
460,珣,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
461,㡄,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
462,荀,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
463,郇,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
464,巡,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
465,犉,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
466,醇,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
467,鶉,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
468,馴,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
469,殉,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
470,䋸,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
471,槆,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
472,杊,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
473,純,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
474,焞,時,君,下平,,s,un,sun5,ㄙ,ㄨㄣ,ㄙㄨㄣ5,10,1,5
475,沄,英,君,下平,,q,un,qun5,,ㄨㄣ,ㄨㄣ5,11,1,5
476,澐,英,君,下平,,q,un,qun5,,ㄨㄣ,ㄨㄣ5,11,1,5
477,縜,英,君,下平,,q,un,qun5,,ㄨㄣ,ㄨㄣ5,11,1,5
478,文,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
479,旻,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
480,雯,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
481,紋,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
482,捫,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
483,門,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
484,聞,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
485,䎹,門,君,下平,0.01 ,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
486,穈,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
487,亹,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
488,𩑥,門,君,下平,,b,un,bun5,ㆠ,ㄨㄣ,ㆠㄨㄣ5,12,1,5
