字號,漢字,標音,上字,下字,上字號,聲母,聲母標音,七聲類,清濁,發送收,下字號,韻母,韻母標音,韻目列號,攝,調,目次,韻目,等呼,等,呼,廣韻調名,台羅聲調,字義識別號
15065,㒸,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14961
15066,𥝩,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14962
15067,穗,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14963
15068,䉌,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14964
15069,𩏚,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14965
15070,醉,zui3,將,遂,21,精,z,齒音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14966
15071,檇,zui3,將,遂,21,精,z,齒音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,1606
15072,邃,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14968
15073,祟,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14969
15074,誶,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14970
15075,粹,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14971
15076,睟,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14972
15077,𠭥,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14973
15078,賥,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14974
15079,譢,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14975
15080,𢢝,sui3,雖,遂,24,心,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,14976
15081,類,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14977
15082,淚,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14978
15083,瓃,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,1495
15084,𦝭,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14980
15085,垒,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,10042
15086,蘱,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14982
15087,纍,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,1488
15088,䇐,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14984
15089,禷,lui7,力,遂,41,來,l,半舌音,次濁,收聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14985
15090,祕,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14986
15091,毖,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14987
15092,閟,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14988
15093,轡,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14989
15094,柲,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14990
15095,鉍,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14991
15096,泌,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14992
15097,鄪,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14993
15098,費,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14994
15099,䀣,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14995
15100,䪐,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14996
15101,𠨘,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,#N/A
15102,粊,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14998
15103,䉾,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14999
15104,𡛗,pi3,兵,媚,1,幫,p,脣音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15000
15105,匱,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15001
15106,蕢,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15002
15107,臾,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,2401
15108,饋,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15004
15109,餽,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15005
15110,𦆠,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15006
15111,櫃,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15007
15112,樻,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15008
15113,鞼,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,3459
15114,簣,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15010
15115,𩌃,kui7,求,位,19,群,k,牙音,全濁, ,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,15011
15116,濞,phi3,匹,備,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15012
15117,嚊,phi3,匹,備,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15013
15118,䑄,phi3,匹,備,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15014
15119,㿙,phi3,匹,備,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15015
15120,𦤢,phi3,匹,備,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15016
15121,淠,phi3,匹,備,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15017
15122,備,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15018
15123,俻,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15019
15124,𤰇,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15020
15125,𤰈,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15021
15126,𡚤,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15022
15127,奰,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15023
15128,䑄,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15014
15129,糒,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15025
15130,犕,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15026
15131,絥,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15027
15132,鞴,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15028
15133,𩎓,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,#N/A
15134,贔,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15030
15135,𣖾,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15031
15136,㣁,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15032
15137,䨽,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,10547
15138,㸢,pi7,平,祕,3,並,p,脣音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15034
15139,媿,kui3,俱,位,17,見,k,牙音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15035
15140,愧,kui3,俱,位,17,見,k,牙音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15036
15141,聭,kui3,俱,位,17,見,k,牙音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15037
15142,謉,kui3,俱,位,17,見,k,牙音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,11320
15143,騩,kui3,俱,位,17,見,k,牙音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,1464
15144,䁛,kui3,俱,位,17,見,k,牙音,全清,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15040
15145,帥,sui3,所,類,32,生,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15041
15146,率,sui3,所,類,32,生,s,齒音,全清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15042
15147,喟,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15043
15148,嘳,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15044
15149,樻,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15008
15150,䯣,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15046
15151,䰎,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15047
15152,腃,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15048
15153,䙡,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15049
15154,尯,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15050
15155,𡍦,khui3,丘,愧,18,溪,kh,牙音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,4923
15156,豷,hui3,許,位,37,曉,h,喉音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15052
15157,燹,hui3,許,位,37,曉,h,喉音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,12087
15158,嗜,si7,常,利,34,禪,s,齒音,全濁,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15054
15159,𩝙,si7,常,利,34,禪,s,齒音,全濁,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15055
15160,𨢍,si7,常,利,34,禪,s,齒音,全濁,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15056
15161,視,si7,常,利,34,禪,s,齒音,全濁,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,10256
15162,眎,si7,常,利,34,禪,s,齒音,全濁,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,10258
15163,眡,si7,常,利,34,禪,s,齒音,全濁,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,2948
15164,利,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15060
15165,𥝤,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15061
15166,䬆,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15062
15167,莅,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15063
15168,涖,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15064
15169,痢,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15065
15170,䚕,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15066
15171,䇐,li7,力,至,41,來,l,半舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14984
15172,膩,li7,女,利,16,娘,l,舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15068
15173,𦡸,li7,女,利,16,娘,l,舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15069
15174,䁊,li7,女,利,16,娘,l,舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15070
15175,䣵,li7,女,利,16,娘,l,舌音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15071
15176,屁,phi3,匹,寐,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15072
15177,䊧,phi3,匹,寐,2,滂,ph,脣音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15073
15178,劓,gi7,魚,器,20,疑,g,牙音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15074
15179,致,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15075
15180,懫,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15076
15181,疐,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15077
15182,𢷐,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15078
15183,𨆫,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15079
15184,躓,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15080
15185,𨎌,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15081
15186,輊,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15082
15187,騺,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15083
15188,䞃,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15084
15189,𣱐,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15085
15190,懥,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14925
15191,㨖,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,10240
15192,質,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15088
15193,駤,ti3,陟,利,13,知,t,舌音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15089
15194,棄,khi3,詰,利,18,溪,kh,牙音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15090
15195,弃,khi3,詰,利,18,溪,kh,牙音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15091
15196,夡,khi3,詰,利,18,溪,kh,牙音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15092
15197,㞓,khi3,詰,利,18,溪,kh,牙音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15093
15198,蟿,khi3,詰,利,18,溪,kh,牙音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15094
15199,緻,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15095
15200,稚,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15096
15201,遟,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,1399
15202,稺,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15098
15203,𦃘,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15099
15204,𩹈,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15100
15205,治,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,1819
15206,𠊷,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15102
15207,𢴧,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15103
15208,謘,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,1406
15209,𩋩,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15105
15210,𦥐,ti7,直,利,15,澄,t,舌音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15106
15211,寐,mi7,彌,二,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15107
15212,媢,mi7,彌,二,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,12872
15213,杘,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15109
15214,𣐉,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15110
15215,誺,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,1153
15216,𦥊,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15112
15217,訵,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,1363
15218,𡳭,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,10382
15219,跮,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15115
15220,𧩼,thi3,丑,利,14,徹,th,舌音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,10403
15221,冀,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15117
15222,兾,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15118
15223,覬,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15119
15224,穊,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15120
15225,驥,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15121
15226,𩥉,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15122
15227,洎,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15123
15228,懻,ki3,几,利,17,見,k,牙音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15124
15229,臮,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15125
15230,暨,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15126
15231,鱀,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15127
15232,洎,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15123
15233,垍,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15129
15234,塈,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15130
15235,𣽍,ki7,其,冀,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15131
15236,悸,ki7,其,季,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15132
15237,𠊾,ki7,其,季,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,1524
15238,猤,ki7,其,季,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15134
15239,痵,ki7,其,季,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15135
15240,𡬄,ki7,其,季,19,群,k,牙音,全濁, ,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15136
15241,翠,cui3,七,醉,22,清,c,齒音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,15137
15242,濢,cui3,七,醉,22,清,c,齒音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,10374
15243,臎,cui3,七,醉,22,清,c,齒音,次清,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,清去,3,10377
15244,二,ji7,而,至,42,日,j,半齒音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15140
15245,弍,ji7,而,至,42,日,j,半齒音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15141
15246,貳,ji7,而,至,42,日,j,半齒音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15142
15247,樲,ji7,而,至,42,日,j,半齒音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,15143
15248,髶,ji7,而,至,42,日,j,半齒音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,600
15249,恣,zi3,資,四,21,精,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15145
15250,𣣌,zi3,資,四,21,精,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15146
15251,次,ci3,七,四,22,清,c,齒音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15147
15252,䳐,ci3,七,四,22,清,c,齒音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15148
15253,佽,ci3,七,四,22,清,c,齒音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,15149
15254,䰍,ci3,七,四,22,清,c,齒音,次清,送氣,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,8693
