識別號,廣韻小字序,漢字,字義摘要
9901,1183.8,廾,說文曰竦手也篆文作𠬞弄具奂丞字並从此篆同而隷異也
9902,1183.9,𢪒,說文曰楊雄說廾从兩手也
9903,1183.1,㤨,戰慄也又户工切
9904,1183.11,𢸁,姓也
9905,1183.12,㼦,缻也
9906,1183.13,㧬,抱持說文𢹬也
9907,1183.14,䡗,輞也
9908,1183.15,䱋,鯤魚子也
9909,1183.16,巩,抱也說文作[㧬/𢀜]恐鞏類並从此
9910,1183.17,栱,爾雅云杙大者謂之栱
9911,1183.18,輁,輁軸所以支棺
9912,1184.1,悚,怖也息拱切十
9913,1184.2,竦,敬也國語云竦善抑惡
9914,1184.3,慫,驚也
9915,1184.4,聳,髙也說文曰生而聾曰聳
9916,1184.5,𦄼,絆前兩足
9917,1184.6,㩳,執也
9918,1184.7,駷,何休云馬搖銜走也
9919,1184.8,愯,懼也亦作𢥠
9920,1184.9,傱,傱傱走意又先項切
9921,1184.1,䙕,禪衣
9922,1185.1,洶,洶溶水皃許拱切三
9923,1185.2,詾,詾嚇也又音凶
9924,1185.3,兇,恐懼說文曰擾恐也左傳曰曹人兇懼又音凶
9925,1186.1,覂,覆也或作𢇫又作泛此覂駕之馬非良者說文曰反覆也方勇切二
9926,1186.2,𢇫,上同
9927,1187.1,湩,都𪁪切濁多也此是冬字上聲一
9928,1188.1,𪁪,莫湩切𪁪䲭鳥又莫項切二
9929,1188.2,䏵,豐大
9930,1189.1,䅃,穫也渠隴切又渠恭切一
9931,1190.1,𨿿,小鳥飛也充隴切二
9932,1190.2,喠,氣急之皃
9933,1191.1,𢃭,說文曰㡓也職勇切二
9934,1191.2,𢃓,上同又且勇切
9935,1192.1,䙕,子冢切襌衣又息拱切
9936,1193.1,講,告也謀也論也説文曰和解也古項切四
9937,1193.2,港,水派
9938,1193.3,傋,𠈵傋不媚皃又虛項切
9939,1193.4,耩,耕也
9940,1194.1,㭋,杖也打也歩項切八
9941,1194.2,棒,上同
9942,1194.3,棓,上同魏志云曹操爲北部尉門左右縣五色棓各十枚
9943,1194.4,玤,周邑地名又珠次玉
9944,1194.5,𢗒,𢗒慃很戾
9945,1194.6,蚌,蛤也
9946,1194.7,蜯,上同
9947,1194.8,䎧,䎧䥯器出埤蒼
9948,1195.1,慃,𢗒慃很戾烏項切一
9949,1196.1,𠈵,[◫亻⍃ 尤彡/𠈵]傋武項切二
9950,1196.2,𪁪,𪁪䲭鳥
9951,1197.1,項,頸項說文曰頭後也釋名曰項[硧/确]也堅硧受枕之處又姓本姬姓國公羊曰爲齊桓公所滅子孫以國爲氏項燕爲楚將生梁梁兄子籍號霸王胡講切二
9952,1197.2,缿,説文云受錢器古以瓦今以竹又[火/大]口切
9953,1198.1,𦂌,小兒皮[履/屨]巴講切又補孔切一
9954,1199.1,傋,虛慃切𠈵傋二
9955,1199.2,𢞡,慃𢞡
9956,1200.1,紙,釋名曰紙砥也平滑如砥石也後漢蔡倫以魚網木皮爲紙又姓後魏書官氏志云渴侯氏後改爲紙氏諸氏切十六
9957,1200.2,帋,上同
9958,1200.3,只,語辤
9959,1200.4,坻,隴坂也又直尼當禮二切
9960,1200.5,軹,縣名在河内又字書云車輪之穿爲道絏子嬰於軹途是也
9961,1200.6,枳,木名周禮曰橘踰淮北而爲枳又居帋切
9962,1200.7,咫,咫尺賈逵云八寸曰咫
9963,1200.8,扺,扺掌說文云側手擊也
9964,1200.9,𣲵,水名出[拘/枸]扶山
9965,1200.1,砥,平也直也均也礪石也書傳云砥細於礪皆磨石也[坻/坁]
9966,1200.11,坁,著止
9967,1200.12,汦,著止
9968,1200.13,抧,開也
9969,1200.14,恀,怙也又音是
9970,1200.15,䅩,曲枝果也
9971,1200.16,䳅,䳅䳜鳥如烏赤足可以禦火見山海經
9972,1201.1,是,是非也說文曰直也又姓吴志云是儀本姓氏孔融嘲之曰氏字民無上乃改爲是焉又虜複姓四氏西魏有開府是云寶後魏書又有是連是婁是賁三氏承紙切十
9973,1201.2,氏,氏族又支[指/精]二音
9974,1201.3,媞,江淮呼母也又音啼
9975,1201.4,諟,理也正也諦也審也
9976,1201.5,恀,爾雅曰恀怙恃也一云恃事曰恀
9977,1201.6,徥,行皃又池爾切
9978,1201.7,𤜣,𤜣狼
9979,1201.8,褆,衣服端[下/正]
9980,1201.9,姼,方言云南楚人謂婦妣曰母姼也
9981,1201.1,䟗,䟗尌也謂立也積聚也
9982,1202.1,靡,無也偃也又靡曼美色也說文曰披靡也文彼切七
9983,1202.2,𨇻,行皃
9984,1202.3,𪎓,𪎓𪎓猶遟遟也
9985,1202.4,骳,骳屈曲也
9986,1202.5,𦗕,乗輿金耳又美爲切
9987,1202.6,𡬍,熟寐也又莫禮切
9988,1202.7,蘼,薔蘼藥名又亡爲切
9989,1203.1,彼,對此之稱甫委切五
9990,1203.2,㗗,相分解也
9991,1203.3,柀,木名爾雅云柀煔
9992,1203.4,佊,埤蒼云佊邪也
9993,1203.5,𠐌,停𠐌
9994,1204.1,被,寢衣也又姓吕氏春秋有大夫被瞻皮彼切又皮義切二
9995,1204.2,罷,遣有罪又平陂薄解二切
9996,1205.1,毀,壞也破也缺也虧也許委切十
9997,1205.2,燬,水盛
9998,1205.3,檓,爾雅云檓大椒
9999,1205.4,毇,說文曰米一斛舂爲八斗
10000,1205.5,𥶵,上同
10001,1205.6,𠷏,又於詭切義見下文
10002,1205.7,譭,謗也◫訁㬱也
10003,1205.8,㩓,手㩓傷也
10004,1205.9,烜,周禮有司烜氏以陽燧取火於日以鑒取水於月
10005,1205.1,𡢕,說文曰惡也一曰人皃
10006,1206.1,委,委曲也亦委積又屬也棄也隨也任也又姓漢有太原太守委進出風俗通於詭切五
10007,1206.2,骫,骨曲又姓出纂文
10008,1206.3,𠷏,說文曰鷙鳥食已吐其皮毛如丸又許[以/委]切
10009,1206.4,蜲,黍負爾雅云蛜威委黍字或從虫
10010,1206.5,䍴,羊相䍴𦎸
10011,1207.1,跪,拜也去委切又渠委切二
10012,1207.2,𣄲,刖一足
10013,1208.1,詭,詐也又橫財物爲詭遇也過委切十九
10014,1208.2,垝,垝垣毁垣也又作陒
10015,1208.3,陒,上同
10016,1208.4,䣀,陸䣀山名出山海經
10017,1208.5,攱,枕也
10018,1208.6,䤥,戾鋸齒也說文曰臿屬一曰瑩鐵也
10019,1208.7,觤,羊角不齊
10020,1208.8,恑,變也悔也
10021,1208.9,蛫,蟹也
10022,1208.1,祪,毁廟之祖
10023,1208.11,庪,爾雅云祭山曰庪縣
10024,1208.12,䃽,並上同
10025,1208.13,庋,並上同
10026,1208.14,洈,水名出南郡東洈山至華容縣入江也
10027,1208.15,蟡,長八尺一首二身似蛇以名呼之可取魚鼈
10028,1208.16,𪀗,子規玉篇云布榖也
10029,1208.17,姽,宋玉神女賦曰旣姽[嬧/嫿]於幽靜說文曰閑體行姽姽也
10030,1208.18,桅,短矛或作𥍨說文曰桅黃木可染
10031,1208.19,佹,戾也
10032,1209.1,髓,說文作𩪦骨中脂也息委切五
10033,1209.2,嶲,越嶲郡
10034,1209.3,靃,靃靡草木弱皃
10035,1209.4,䭉,餹䬾方言云餅
10036,1209.5,𣿂,滑也
10037,1210.1,絫,說文曰增也十黍之重也力委切六
10038,1210.2,累,上同又良僞切
10039,1210.3,樏,似盤中有隔也又音縲
10040,1210.4,䉂,法者䉂可以網人心
10041,1210.5,厽,說文曰絫[坂/坺]土爲牆壁
10042,1210.6,垒,說文曰垒墼也
10043,1211.1,技,藝也說文巧也渠綺切六
10044,1211.2,妓,女樂
10045,1211.3,徛,立也
10046,1211.4,伎,侣也
10047,1211.5,錡,釡也又魚綺切
10048,1211.6,䗁,蟬也
10049,1212.1,倚,依倚也又姓楚左史倚相於綺切五
10050,1212.2,猗,猗狔猶窈窕也又於羈切
10051,1212.3,椅,椅柅又於冝切
10052,1212.4,旖,旖旎旌旗從風皃
10053,1212.5,輢,車輢
10054,1213.1,掎,牽一脚說文云偏引也居綺切七
10055,1213.2,剞,剞劂曲刀
10056,1213.3,庋,[-/食閣]又音詭
10057,1213.4,㞆,一足又作踦
10058,1213.5,踦,公羊傳曰相與踦閭而語閉一扇[-/開一扇]一人在内一人在外
10059,1213.6,㱦,弃也又丘知九奇二切
10060,1213.7,攲,持去也又居冝切
10061,1214.1,綺,文繒又姓漢四皓有綺里季墟彼切七
10062,1214.2,婍,皃好
10063,1214.3,碕,碕礒石皃又起冝巨支二切
10064,1214.4,䞚,行皃
10065,1214.5,㥓,𢜩㥓又去奇切儉[急/意]也
10066,1214.6,觭,牛角又丘奇切
10067,1214.7,㾨,痤也喪也又於蟹切
10068,1215.1,螘,爾雅曰蚍蜉大螘小者螘魚倚切十二
10069,1215.2,蟻,上同
10070,1215.3,蛾,上同見禮
10071,1215.4,錡,三足釡一曰蘭錡兵藏又姓武王分殷人六族有錡氏後漢有錡嵩
10072,1215.5,礒,碕礒
10073,1215.6,齮,齧也
10074,1215.7,艤,整舟向岸
10075,1215.8,檥,上同說文魚羈切榦也
10076,1215.9,㠖,岌㠖山髙皃
10077,1215.1,轙,說文曰車衡載轡者
10078,1215.11,羛,羛陽郷名在魏郡
10079,1215.12,䰙,釡也亦作鈘說文曰三足鍑也一曰滫米器也
10080,1216.1,蔿,草也又姓左傳晉大夫蔿伯韋委切九
10081,1216.2,鄬,地名
10082,1216.3,儰,不安也
10083,1216.4,䧦,地名
10084,1216.5,𤾸,花也榮也
10085,1216.6,𤺉,口咼
10086,1216.7,䦱,闢也國語曰䦱門與之言又姓
10087,1216.8,薳,草又姓左傳楚有薳氏代爲大夫
10088,1216.9,寪,說文云屋皃
10089,1217.1,觜,喙也即委切二
10090,1217.2,㭰,[⊟此束/㭰]上同。說文識也一曰藏也。
10091,1218.1,蘂,花外曰萼花内曰蘂如累切四
10092,1218.2,蕊,草木叢生皃
10093,1218.3,甤,說文曰草木實甤甤也又人隹切
10094,1218.4,繠,茸也垂也又佩垂皃
10095,1219.1,此,止也雌氏切九
10096,1219.2,跐,蹈也又阻買切
10097,1219.3,佌,小舞皃
10098,1219.4,玼,玉色鮮又千禮切
10099,1219.5,泚,水淸又千禮切
10100,1219.6,𩢑,馬名
10101,1219.7,𠈈,小皃
10102,1219.8,𧺼,淺渡也
10103,1219.9,𡘌,直大也說文火介切瞋大聲也
10104,1220.1,豸,蟲豸爾雅云有足曰蟲無足曰豸說文云獸長𦟝行豸豸然欲有所伺殺形池爾切十二
10105,1220.2,褫,奪衣易曰以訟受服終朝三褫之
10106,1220.3,陊,山崩也說文大可切落也
10107,1220.4,䊓,黏也
10108,1220.5,踶,踶跂用心力皃莊子曰踶跂爲義
10109,1220.6,傂,佌傂參差皃
10110,1220.7,杝,析薪又敕氏切
10111,1220.8,阤,落也說文云小崩也
10112,1220.9,䚦,角端不正說文敕豕切角傾也
10113,1220.1,廌,解廌又宅買切又作𧣭
10114,1220.11,褆,好衣
10115,1220.12,徥,行皃朝鮮語也
10116,1221.1,徙,移也斯氏切五
10117,1221.2,壐,說文曰王者印也所以主土从土爾聲
10118,1221.3,璽,籀文
10119,1221.4,𠈈,𠈈小皃詩云𠈈𠈈彼有屋本亦作佌佌又音此
10120,1221.5,𢇌,小皃又千禮切
10121,1222.1,酏,酏酒移爾切九
10122,1222.2,迆,邐迆連接
10123,1222.3,匜,柸匜有柄可以注水又音移
10124,1222.4,衪,衣中袖也
10125,1222.5,肔,引腸莊子云萇弘肔崔譔注云肔裂也又敕紙切
10126,1222.6,崺,峛崺沙丘狀峛音邐
10127,1222.7,扡,加也又離也又弋支切或作拸
10128,1222.8,㥴,不憂事也又弋支切
10129,1222.9,孈,多態
10130,1223.1,邐,邐迆力紙切三
10131,1223.2,峛,峛崺
10132,1223.3,㸚,㸚尒布明白象形也
10133,1224.1,躧,躧步也又作蹝說文曰舞履也所綺切十
10134,1224.2,𩎉,上同
10135,1224.3,灑,灑埽又所買切
10136,1224.4,纚,韜髮者又颯纚長紳皃
10137,1224.5,縰,上同
10138,1224.6,釃,分也見漢書溝洫志說文曰下酒也一曰醇也
10139,1224.7,𩌦,鞮屬
10140,1224.8,屣,履不躡跟
10141,1224.9,矖,視也
10142,1224.1,簁,籮也說文曰簁箄竹器也
10143,1225.1,𢔌,使也從也職也并弭切十
10144,1225.2,俾,上同說文曰益也一曰俾門侍人
10145,1225.3,鞞,刀鞞又蒲迷補茗二切
10146,1225.4,箄,竹器又卑篦二音
10147,1225.5,𪐄,黍屬又蒲賣切
10148,1225.6,髀,股也又步米切
10149,1225.7,崥,山足
10150,1225.8,𦸣,爾雅曰𦸣䑕莞郭璞曰亦莞屬纖細似龍須可以爲席
10151,1225.9,𠬈,客
10152,1225.1,𢳋,扶持
10153,1226.1,爾,汝也說文作𤕨云麗𤕨猶靡麗也兒氏切四
10154,1226.2,尒,義與爾同說文曰詞之必然也又虜姓二氏尒朱氏本北秀容人也居尒朱川因以爲氏後魏書官氏志尒綿氏後改爲綿氏也
10155,1226.3,邇,近也
10156,1226.4,𨒛,上同
10157,1227.1,渳,水皃說文㱃也綿婢切十一
10158,1227.2,弭,弓末又息也亦無縁弓也
10159,1227.3,濔,水流皃
10160,1227.4,瀰,詩曰河水瀰瀰水盛皃也
10161,1227.5,芈,羊鳴一曰楚姓
10162,1227.6,敉,撫也愛也安也
10163,1227.7,侎,上同
10164,1227.8,葞,爾雅云葞春草本草云芒草也
10165,1227.9,蝆,爾雅注云今米榖中蠹小黒蟲是也
10166,1227.1,䦵,[䦵/𩰞]力褊又乃禮切
10167,1227.11,㥝,止也
10168,1228.1,婢,女之下也便俾切二
10169,1228.2,庳,下也或作埤又音卑說文曰中伏舎也一曰屋庳
10170,1229.1,侈,奢也泰也大也尺氏切十五
10171,1229.2,姼,㚲姼輕薄皃又美也㚲吐涉切
10172,1229.3,𡚼,上同
10173,1229.4,鉹,甑也
10174,1229.5,誃,說文曰離别也
10175,1229.6,㢋,廣也國語曰[狹/俠]溝而㢋我
10176,1229.7,㢁,上同
10177,1229.8,垑,恃土地也
10178,1229.9,懘,又昌厲切
10179,1229.1,㶴,盛也
10180,1229.11,袳,衣[長/張]亦作袲又宋地名
10181,1229.12,袲,上同
10182,1229.13,𧰲,豕也
10183,1229.14,恀,恃也又音帋
10184,1229.15,哆,張口又丑加昌者二切
10185,1230.1,弛,釋也說文云弓解也施是切三
10186,1230.2,豕,豬也
10187,1230.3,阤,壞也又音豸
10188,1231.1,紫,閒色也又姓出何氏姓苑將此切九
10189,1231.2,訿,訿毁
10190,1231.3,訾,上同
10191,1231.4,啙,窳也又子西切
10192,1231.5,𣸆,水名在長沙
10193,1231.6,跐,行皃
10194,1231.7,茈,茈薑又茈草也
10195,1231.8,呰,口毁說文苛也
10196,1231.9,㧗,捽也又子禮側買二切
10197,1232.1,捶,擊也之累切五
10198,1232.2,箠,䇿也
10199,1232.3,𦓝,小巵出說文
10200,1232.4,䮔,馬小皃又子垂切
10201,1232.5,沝,二水又音資
10202,1233.1,揣,度也試也量也除也初委切又丁果切二
10203,1233.2,㪜,[⊟耑支/㪜]試也
10204,1234.1,𤢍,牸豚或作𤡪隨婢切一
10205,1235.1,舓,以舌取物神帋切四
10206,1235.2,𦧇,上同
10207,1235.3,舐,俗
10208,1235.4,𤜣,獸名似狐出則有兵
10209,1236.1,㧗,拳加人也側氏切又音紫二
10210,1236.2,跐,蹈也又音紫
10211,1237.1,㱟,[枝折/披析]匹靡切三
10212,1237.2,紴,水波錦文又補柯切
10213,1237.3,披,開也又偏羈切
10214,1238.1,諀,諀訾惡言匹婢切六
10215,1238.2,庀,具也
10216,1238.3,疕,瘡上甲亦頭瘍又卑履切
10217,1238.4,仳,仳離别之意
10218,1238.5,䚹,具也
10219,1238.6,吡,訾也出莊子
10220,1239.1,䓈,雞頭也北燕謂之䓈羊捶切六
10221,1239.2,䔺,草木葉初出皃
10222,1239.3,芛,爾雅云蕍芛葟華榮
10223,1239.4,撱,撱棄又撞也
10224,1239.5,䝐,小豶亦作𧱞
10225,1239.6,𤼒,瘡裂
10226,1240.1,惢,疑也才[棰/捶]切一
10227,1241.1,跬,舉一足丘弭切四
10228,1241.2,䞨,上同
10229,1241.3,頍,弁皃又舉頭皃
10230,1241.4,䠑,䠑踽開足之皃
10231,1242.1,狔,猗狔從風皃女氏切三
10232,1242.2,旎,旖旎
10233,1242.3,抳,[抳/柅]掎抳
10234,1243.1,硊,磈硊石皃魚毁切四
10235,1243.2,頠,閑習容止
10236,1243.3,姽,好皃又過委切
10237,1243.4,𪀗,布榖鳥
10238,1244.1,跪,䠆跪亦作𧻜渠委切又去委切一
10239,1245.1,褫,敕豸切衣絮偏也又池豸二音一
10240,1246.1,㨖,指也說文刺也陟侈切二
10241,1246.2,𧛢,䘢𧛢
10242,1247.1,𪖪,去涕也興倚切一
10243,1248.1,企,企望也丘弭切又去智切二
10244,1248.2,跂,踶跂山海經云有跂踵國人行腳跟不著地如人之跂足也又去智巨支二切
10245,1249.1,菙,周禮有菙氏燋焌用荊菙之類時髓切二
10246,1249.2,㥨,㜇不悅也
10247,1250.1,枳,木名似橘居帋切又諸氏切一
10248,1251.1,旨,說文云美也从匕甘又志也亦作𣅀見經典職雉切八
10249,1251.2,指,手指也又示也斥也
10250,1251.3,恉,意也
10251,1251.4,祁,地名
10252,1251.5,䛗,訐發人之惡
10253,1251.6,厎,平也致也說文云柔石也
10254,1251.7,砥,砥礪也說文同上
10255,1251.8,茋,茋蒻小苹
10256,1252.1,視,比也瞻也效也承矢切三眡
10257,1252.2,眡,並古文
10258,1252.3,眎,並古文
10259,1253.1,美,好色說文曰甘也从羊从大羊在六畜主給膳也美与善同意無鄙切五
10260,1253.2,媺,上同周禮地官云一曰媺宫室
10261,1253.3,𤛎,獸似牛
10262,1253.4,渼,渼陂在京兆鄠縣
10263,1253.5,媄,字㨾云顔色姝好也
10264,1254.1,鄙,陋也又邊鄙也方美切四
10265,1254.2,啚,說文嗇也
10266,1254.3,娝,姓出何承天纂文
10267,1254.4,痞,病也又音否
10268,1255.1,兕,爾雅曰兕似牛郭璞曰一角靑色重千斤徐姊切七
10269,1255.2,𧰽,上同
10270,1255.3,𠒅,古文
10271,1255.4,𠒃,俗
10272,1255.5,羠,犍羊又以脂切
10273,1255.6,薙,燒草又直履他計二切
10274,1255.7,䒨,蒿也
10275,1256.1,几,案屬周禮司几筵掌五几凡朝覲大饗射封國命諸侯設左右玉几祀先王亦如之諸侯祭祀右彫几筵國賔于牖前左彤几甸役右漆几喪事右素几吉事變几凶事仍几或作机居履切九
10276,1256.2,𪊨,爾雅云𪊨大麕旄毛狗足
10277,1256.3,麂,上同
10278,1256.4,㞦,女㞦山名弱水所岀
10279,1256.5,机,說文曰木也山海經曰族蔨之山多松栢机桓
10280,1256.6,䢳,地名
10281,1256.7,𤜝,獸名如兔喙蛇尾是則有蝗災
10282,1256.8,㞛,赤𩍆㞛也
10283,1256.9,䂹,石墮聲也
10284,1257.1,𡛷,爾雅曰男子謂女子先生爲𡛷將几切二
10285,1257.2,秭,千億也亦秭歸縣在歸州𡊮山松云屈原此縣人被放𡛷來因名其地𡛷與秭同音風俗通云千生万万生億億生兆兆生京京生秭秭生垓垓生壤壤生溝溝生㵎㵎生正正生載載地不能載也
10286,1258.1,匕,匕匙通俗文曰匕首劒屬其頭類匕短而便用故曰匕首卑履切十
10287,1258.2,妣,爾雅曰父曰考母曰妣又甫至切
10288,1258.3,秕,穅秕
10289,1258.4,比,校也並也爾雅曰北方有比肩民焉迭食而迭望蓋半體人也又毗鼻邲三音
10290,1258.5,䃾,以豚祀司命也
10291,1258.6,沘,水名出廬江𤅬縣入芍陂今謂之[渒/淠]水也
10292,1258.7,枇,禮記注云所以載牲體
10293,1258.8,朼,上同
10294,1258.9,疕,頭瘍
10295,1258.1,髀,股外又旁禮切
10296,1259.1,軌,法也車跡也說文曰車轍也居洧切十二
10297,1259.2,簋,簠簋祭器受斗二升内圎外方曰簋
10298,1259.3,朹,古文
10299,1259.4,晷,日影也又規也
10300,1259.5,厬,厬泉或作𣷾爾雅云水醮曰厬謂水醮盡也
10301,1259.6,𣷾,上同
10302,1259.7,宄,内盜也
10303,1259.8,匭,匣也唐垂拱元年置匭於朝令上表者投之有延恩通玄招諫申寃等四匭也
10304,1259.9,㔲,古文說文云匭㔲皆古文簋字
10305,1259.1,頯,小頭又巨追切
10306,1259.11,氿,水涯枯土爾雅曰氿泉穴出穴出仄出也
10307,1259.12,𧗝,𧗝跡
10308,1260.1,洧,水名在鄭榮美切四
10309,1260.2,鮪,魚名
10310,1260.3,痏,瘡痏
10311,1260.4,䵋,黄色
10312,1261.1,矢,陳也誓也正也直也說文曰弓弩矢也古者夷牟初作矢式視切四
10313,1261.2,𠂕,又作𥬘並俗
10314,1261.3,𦳊,說文曰糞也本亦作矢俗作屎
10315,1261.4,屎,俗本許伊切
10316,1262.1,雉,爾雅曰雉絶有力奮謂最健鬬也又陳也度也王肅云城髙一丈曰堵三堵曰雉直几切三
10317,1262.2,滍,水名在魯陽
10318,1262.3,薙,芟草又辛薙辛夷别名又音替
10319,1263.1,死,說文曰澌也人所離也息𡛷切一
10320,1264.1,牝,扶履切又毗忍切一
10321,1265.1,履,踐也禄也幸也福也字書云草曰屝麻曰屨皮曰履黃帝臣於則所造又姓出姓苑力几切一
10322,1266.1,水,說文曰準也北方之行也釋名曰水準也準平物也式軌切一
10323,1267.1,壘,說文曰軍壁也又重壘亦姓後趙録有壘澄本姓裴氏力軌切十四
10324,1267.2,蜼,似猴仰鼻而尾長尾端有歧說文惟季切又音柚
10325,1267.3,猚,上同
10326,1267.4,櫐,藤爾雅曰諸慮山櫐
10327,1267.5,蘽,上同
10328,1267.6,㶟,水出鴈門
10329,1267.7,𡻭,𡻭㠑山皃
10330,1267.8,轠,轠轤車屬
10331,1267.9,鸓,飛生鳥名飛且乳一曰鼯䑕毛紫赤色似◫虫邊蝠而長
10332,1267.1,藟,葛藟葉似艾或作虆
10333,1267.11,誄,銘誄誄壘也壘述前人之功德周禮曰小史掌𡖖大夫之喪讀誄也說文曰誄諡也
10334,1267.12,耒,田器又盧對切
10335,1267.13,讄,禱也
10336,1267.14,𤢹,飛𤢹獸
10337,1268.1,揆,度也求癸切五
10338,1268.2,楑,木名又音葵
10339,1268.3,𢜽,悸也又巨隹切
10340,1268.4,嫢,細也又聚惟切
10341,1268.5,湀,泉出也說文曰湀辟深水處也
10342,1269.1,趡,走也又魯地名千水切三
10343,1269.2,踓,蹵
10344,1269.3,𨿐,細頸
10345,1270.1,柅,絡絲柎易曰繫于金柅女履切又音尼一
10346,1271.1,癸,辰名爾雅太歳在癸曰昭陽古作癸又姓姓苑云出齊癸公後居誄切二
10347,1271.2,湀,通流
10348,1272.1,否,塞也符鄙切又方久切八
10349,1272.2,痞,腹内結痛[圯/圮]
10350,1272.3,圮,
10351,1272.4,仳,離也又芳比切
10352,1272.5,殍,草木枯落也又音孚
10353,1272.6,𢁦,㡜裂
10354,1272.7,䤏,覆也或作𡺮
10355,1272.8,𢻹,方言云器破而未離南楚之閒謂之㩺又匹支芳鄙二切
10356,1273.1,㠑,𡻭㠑山皃徂累切一
10357,1274.1,嚭,大也匹鄙切五
10358,1274.2,秠,一稃二米又孚悲切
10359,1274.3,疕,頭瘍
10360,1274.4,𡺮,崩也
10361,1274.5,𢻹,又匹支符鄙二切
10362,1275.1,蕊,草木實節生如壘切三
10363,1275.2,甤,說文曰草木實甤甤也
10364,1275.3,繠,垂也
10365,1276.1,唯,諾也以水切又音惟八
10366,1276.2,蓶,草似馬韭而黃可食
10367,1276.3,䲊,蟹子又他果切
10368,1276.4,壝,埓也又音遺
10369,1276.5,瀢,魚盛皃
10370,1276.6,孈,愚戇多態又尤卦切
10371,1276.7,㨊,棄也
10372,1276.8,踓,走也又千水切
10373,1277.1,㰻,㰻㰳驢鳴於几切一
10374,1278.1,濢,汁漬也遵誄切四
10375,1278.2,噿,鳥噿
10376,1278.3,嗺,[嗺/嶉]山狀
10377,1278.4,臎,肥皃
10378,1279.1,黹,鍼縷所紩周禮祭社稷五祀則用黹冕也豬几切四
10379,1279.2,𢾫,[◫蚩支/𢾫]刺
10380,1279.3,夂,後至也
10381,1279.4,㨖,挃也
10382,1280.1,𡳭,移蠶就寬楮几切一
10383,1281.1,𧿲,止𡛷切一
10384,1282.1,䁤,恚視火癸切又火季切一
10385,1283.1,䣀,山名曁軌切一
10386,1284.1,跽,䠆跽曁几切一
10387,1285.1,巋,巋然髙峻皃又小山而衆曰巋丘軌切二
10388,1285.2,蘬,蘢古大者曰蘬
10389,1286.1,止,停也足也禮也息也待也留也諸市切十
10390,1286.2,畤,說文云天地五帝所基止祭[也/地]右扶風有五畤又時止切
