漢字識別號,字,字義,小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
20330,鼀,䗇鼀七宿切三,3209,鼀,七宿,chiok4,5.01屋,清,ch,齒音,齒頭音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20331,蹴,蹋蹴,3209,鼀,七宿,chiok4,5.01屋,清,ch,齒音,齒頭音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20332,殧,終也,3051,就,疾僦,ciu7,4.49宥,從,c,齒音,齒頭音,全濁,,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20333,肉,骨肉如六切俗作𡧢三,3210,肉,如六,jiok8,5.01屋,日,j,半齒音,半齒,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20334,衄,鼻出血俗作衂又尼六切,3210,肉,如六,jiok8,5.01屋,日,j,半齒音,半齒,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20335,鮞,魚子一曰魚名,194,而,如之,ji5,1.07之,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
20336,粥,糜也之六切五,3207,育,余六,Øiok8,5.01屋,以,Ø,喉音,喉音,次濁,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20337,喌,呼鷄聲亦作𠱙,998,周,職流,ciu1,2.18尤,章,c,齒音,正齒近舌上,全清,發聲,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
20338,祝,巫祝又太祝令官名周禮曰太祝掌六祝之辭以事〾鬼神祈福祥求永貞亦音呪又姓後漢有司徒中山祝恬,3039,呪,職救,ciu3,4.49宥,章,c,齒音,正齒近舌上,全清,發聲,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20339,柷,祝敔又音俶又爾雅曰柷州木髦柔英本亦作祝,3206,俶,昌六,chiok4,5.01屋,昌,ch,齒音,正齒近舌上,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20340,琡,璋大八寸又音俶,3206,俶,昌六,chiok4,5.01屋,昌,ch,齒音,正齒近舌上,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20341,叔,季父亦姓左傳魯公子叔弓之後光武破虜將軍叔壽又漢複姓二氏後漢有犍爲叔先雄左傳魯有大夫叔仲小式竹切十三,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20342,儵,靑黑繒,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20343,倐,倐忽犬走疾也,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20344,透,驚也又他豆切,3070,透,他候,thio3,4.50候,透,th,舌音,舌頭音,次清,送氣,侯開3舒聲,io,流,侯,候,去,開,3,開細
20345,虪,爾雅云虪黑虎又音育,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20346,𨁀,疾也長也,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20347,鮛,爾雅曰鮥鮛郭璞云鮪鱣屬也大者名王鮪小者名鮛鮪,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20348,掓,拾也,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20349,𢞣,疾也,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20350,翛,飛疾之皃又音蕭,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
20351,尗,豆也,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20352,菽,上同,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20353,㶖,水波,3212,叔,式竹,siok4,5.01屋,書,s,齒音,正齒近舌上,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20354,蓄,蓄冬菜也許竹切又丑六切十,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20355,稸,上同,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20356,畜,養也說文曰田畜也淮南子曰𤣥田爲畜又丑六許救二切,3046,畜,丑救,thiu3,4.49宥,徹,th,舌音,舌上音,次清,送氣,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20357,𤲸,上同說文云魯郊禮畜从田从兹兹益也,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20358,㜅,媚也,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20359,鄐,晉邢侯邑又姓漢有鄐熙爲東海太守,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20360,荲,羊蹄菜又丑六切,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20361,蓫,上同,3202,逐,直六,tiok8,5.01屋,澄,t,舌音,舌上音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20362,慉,起也詩云不我能慉,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20363,𥈆,細視,2811,冃,莫報,bo7,4.37号,明,b,脣音,重脣音,次濁,收聲,豪開1舒聲,o,效,豪,号,去,開,1,開洪
20364,竹,說文作◫个个冬生草也象形下垂者菩箬也史記曰渭川千畮竹其人與千戸侯等亦姓本姜姓封爲孤竹君至伯夷叔齊之後以竹爲氏今遼西孤竹城是後漢有下邳相竹曾張六切六,3214,竹,張六,tiok4,5.01屋,知,t,舌音,舌上音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20365,竺,天竺國名又姓出東莞後漢擬陽侯竺晏本姓竹報怨有仇以[謂始/冑姓]名賢不改其族乃加二字以存夷齊而移於琅邪莒縣也又冬毒切厚也俗作笁,3187,𣫔,丁木,tok4,5.01屋,端,t,舌音,舌頭音,全清,發聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
20366,筑,筑似箏十三弦髙漸離善擊筑說文曰以竹爲五弦之樂也又爾雅曰筑拾也又音逐水名,3202,逐,直六,tiok8,5.01屋,澄,t,舌音,舌上音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20367,築,擣也,3214,竹,張六,tiok4,5.01屋,知,t,舌音,舌上音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20368,𥴁,古文,3214,竹,張六,tiok4,5.01屋,知,t,舌音,舌上音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20369,茿,萹茿也似藜赤莖生道傍可食,3214,竹,張六,tiok4,5.01屋,知,t,舌音,舌上音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20370,蹙,迫也促也近也急也子六切十七,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20371,踧,踧踖行而謹敬,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20372,𧑙,蝍𧑙蚇蠖也,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20373,𠴫,說文[嘆/嗼]也本音寂,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20374,㗤,㗤咨慙也,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20375,噈,歍噈口相就也,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20376,摵,到也,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20377,槭,木可作大車輮,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20378,殧,𣧩也,3051,就,疾僦,ciu7,4.49宥,從,c,齒音,齒頭音,全濁,,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20379,𣤶,取氣皃說文本才六切歍𣤶也,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20380,𥷛,[𥷛/𥷼]笪也,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20381,縬,縮也又[縬/繒]文也又側六切,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20382,𣢰,欻悲皃,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20383,𦟠,䐚𦟠膏澤也,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20384,顣,顣頞鼻頥促皃,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20385,䙘,好衣皃,1339,楚,創舉,chi2,3.08語,初,ch,齒音,正齒近齒頭,次清,送氣,魚開3舒聲,i,遇,魚,語,上,開,3,獨細
20386,蹴,蹋也又七六切,3209,鼀,七宿,chiok4,5.01屋,清,ch,齒音,齒頭音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20387,珿,齊也初六切六,3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20388,矗,直皃又敕六切,3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20389,𪘏,廉謹皃,3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20390,𨴖,衆也出字統或作閦,3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20391,𧯩,小豆,3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20392,䎌,飛皃,3216,珿,初六,chiok4,5.01屋,初,ch,齒音,正齒近齒頭,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20393,肭,朔而月見東方謂之縮肭女六切八,3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20394,恧,慙也,3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20395,𦗂,上同,3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20396,忸,忸怩,3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20397,衄,鼻出血又挫也又音肉,3210,肉,如六,jiok8,5.01屋,日,j,半齒音,半齒,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20398,䖡,䖡蚭即蚰蜒也,3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20399,䂇,刺也,3217,肭,女六,liok8,5.01屋,娘,l,舌音,舌上音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20400,沑,蹜沑水文聚,1940,蹂,人九,jiu2,3.44有,日,j,半齒音,半齒,次濁,收聲,尤開3舒聲,iu,流,尤,有,上,開,3,開細
20401,縬,縬文也側六切二,3215,蹙,子六,ciok4,5.01屋,精,c,齒音,齒頭音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20402,𡎺,塞也,3218,縬,側六,ciok4,5.01屋,莊,c,齒音,正齒近齒頭,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20403,蝮,蝮蛇又姓乾封元年[-/詔]改武惟良爲蝮氏芳福切八,3219,蝮,芳福,hiok4,5.01屋,敷,h,脣音,輕脣音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20404,覆,反覆又敗也倒也審也又敷救切,3043,副,敷救,hiu3,4.49宥,敷,h,脣音,輕脣音,次清,送氣,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20405,蕧,蕧葐草又音服,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20406,𩯅,廣雅曰假髻也,3043,副,敷救,hiu3,4.49宥,敷,h,脣音,輕脣音,次清,送氣,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20407,副,剖也又敷救切,3043,副,敷救,hiu3,4.49宥,敷,h,脣音,輕脣音,次清,送氣,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20408,㙏,地室,3219,蝮,芳福,hiok4,5.01屋,敷,h,脣音,輕脣音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20409,𥨍,上同,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20410,䔰,䔰𦼱草名又音富,3045,富,方副,hiu3,4.49宥,非,h,脣音,輕脣音,全清,發聲,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20411,郁,文也亦郁郅縣在北地又姓魯相有郁貢又虜三字姓二氏後魏書云蠕蠕姓郁久閭氏又北方郁原甄氏後改爲甄氏於六切二十,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20412,戫,有文章也,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20413,彧,上同,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20414,燠,熱也又音奥,1728,襖,烏晧,Øo2,3.32晧,影,Ø,喉音,喉音,全清,發聲,豪開1舒聲,o,效,豪,晧,上,開,1,開洪
20415,栯,栯李又音有俗作㮋,1927,有,云久,Øiu2,3.44有,云,Ø,喉音,喉音,次濁,發聲,尤開3舒聲,iu,流,尤,有,上,開,3,開細
20416,噢,噢咿悲也,1363,傴,於武,Øu2,3.09麌,影,Ø,喉音,喉音,全清,發聲,虞開3舒聲,u,遇,虞,麌,上,開,3,獨細
20417,墺,墺壤,2817,奥,烏到,Øo3,4.37号,影,Ø,喉音,喉音,全清,發聲,豪開1舒聲,o,效,豪,号,去,開,1,開洪
20418,䐿,鳥胃,1728,襖,烏晧,Øo2,3.32晧,影,Ø,喉音,喉音,全清,發聲,豪開1舒聲,o,效,豪,晧,上,開,1,開洪
20419,薁,蘡薁,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20420,澳,隈也水内曰澳,2817,奥,烏到,Øo3,4.37号,影,Ø,喉音,喉音,全清,發聲,豪開1舒聲,o,效,豪,号,去,開,1,開洪
20421,隩,上同又音奥,2817,奥,烏到,Øo3,4.37号,影,Ø,喉音,喉音,全清,發聲,豪開1舒聲,o,效,豪,号,去,開,1,開洪
20422,䉛,可以漉米,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20423,𣢜,愁皃,1034,幽,於虯,Øiu1,2.20幽,影,Ø,喉音,喉音,全清,發聲,幽開3舒聲,iu,流,幽,幽,平,開,3,開細
20424,𨞓,姓出姓苑,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20425,𪑝,羔裘之縫又于逼切,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20426,稶,黍稷盛皃,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20427,懊,貪也愛也又音奥,1728,襖,烏晧,Øo2,3.32晧,影,Ø,喉音,喉音,全清,發聲,豪開1舒聲,o,效,豪,晧,上,開,1,開洪
20428,㰲,吹氣也,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20429,𠸹,喉聲,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20430,𨪎,温器,3220,郁,於六,Øiok4,5.01屋,影,Ø,喉音,喉音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20431,肅,恭也敬也戒也進也疾也又州名古月氏國地漢匈奴昆邪王殺休屠王并其衆來降遂置酒泉郡後魏以酒泉爲甘州隋分福禄縣置肅州亦姓出姓苑息逐切二十三,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20432,宿,素也大也舎也說文作㝛止也左傳曰一宿爲舎再宿爲信又姓風俗通云漢有鴈門太守宿詳又虜複姓後魏末有賊帥勤宿明達又虜三字姓後魏書宿六斤氏後改爲宿氏又息救切,3048,秀,息救,siu3,4.49宥,心,s,齒音,齒頭音,全清,送氣,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20433,蓿,苜蓿史記云大宛國馬嗜目宿漢使所得種於離宫,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20434,夙,早也說文作𡖊早敬也从丮持事雖夕不休早敬者也丮音戟又姓魯大夫季孫夙之後,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20435,𠉦,[同上],3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20436,𠈇,並古文出說文,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20437,玊,朽玉又琢玉工又姓後漢有玉況字文伯光武以爲司徒,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20438,鷫,說文曰鷫鷞也五方神鳥也東方發明南方焦明西方鷫鷞北方幽昌中央鳳皇,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20439,𪂸,蟰蛸俗呼喜子詩曰蟰蛸在戸又音蕭,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20440,蟰,蟰蛸俗呼喜子詩曰蟰蛸在戸又音蕭,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
20441,驌,驌騻馬名,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20442,䎘,䎘䎘鳥羽聲又音縮,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20443,𩘹,風聲,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20444,鱐,魚腊,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20445,䃤,黑砥石又音篠,1664,篠,先鳥,siau2,3.29篠,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,篠,上,開,4,開細
20446,𤥔,朽玉又姓也,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20447,潚,深淸也亦姓漢有潚河,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
20448,橚,木長皃,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
20449,㩋,擊也,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
20450,䑿,艒䑿船名,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20451,㑉,傗㑉不伸,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20452,璛,姓也,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20453,㪩,打也,3221,肅,息逐,siok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20454,目,釋名曰目默也默而内識也說文曰人眼象形重童子也莫六切十一,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20455,睦,親也敬也又和睦也亦西胡姓,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20456,穆,和也美也敬也厚也淸也又姓漢有穆生,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20457,苜,苜蓿,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20458,𦱒,𦱒蓿見爾雅注,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20459,牧,養也放也使也察也司也食也說文曰養牛人也又姓風俗通云漢有越嶲太守牧稂,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20460,㙁,㙁野殷近郊地名古文尚書作此㙁說文作坶,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20461,繆,禮記有繆公又姓也又靡幼切,1016,謀,莫浮,biu5,2.18尤,明,b,脣音,重脣音,次濁,收聲,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
20462,萺,萺𦸚菜,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20463,㣎,說文曰細文也今作㣎同,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20464,㾇,㾇病,3222,目,莫六,biok8,5.01屋,明,b,脣音,重脣音,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20465,囿,園囿于六切又于救切二,3031,宥,于救,Øiu7,4.49宥,云,Ø,喉音,喉音,次濁,發聲,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20466,哊,吐聲,3223,囿,于六,Øiok8,5.01屋,云,Ø,喉音,喉音,次濁,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20467,蓄,蓄冬菜詩曰我有㫖蓄鄭𤣥云蓄聚美菜以禦冬月乏無時也本亦作畜丑六切十,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20468,稸,上同,3213,蓄,許竹,hiok4,5.01屋,曉,h,喉音,喉音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20469,滀,水聚,3224,蓄,丑六,thiok4,5.01屋,徹,th,舌音,舌上音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20470,苖,蓨也又他六徒歷二切蓨音挑又音剔,3224,蓄,丑六,thiok4,5.01屋,徹,th,舌音,舌上音,次清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
