小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
2345,妒,當故,too3,4.11暮,端,t,舌音,舌頭音,全清,發聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2346,菟,湯故,thoo3,4.11暮,透,th,舌音,舌頭音,次清,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2347,顧,古暮,koo3,4.11暮,見,k,牙音,牙音,全清,發聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2348,誤,五故,goo7,4.11暮,疑,g,牙音,牙音,次濁,收聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2349,護,胡誤,hoo7,4.11暮,匣,h,喉音,喉音,全濁,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2350,訴,桑故,soo3,4.11暮,心,s,齒音,齒頭音,全清,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2351,祚,昨誤,coo7,4.11暮,從,c,齒音,齒頭音,全濁,,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2352,笯,乃故,loo7,4.11暮,泥,l,舌音,舌頭音,次濁,收聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2353,布,愽故,poo3,4.11暮,幫,p,脣音,重脣音,全清,發聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2354,汙,烏路,Øoo3,4.11暮,影,Ø,喉音,喉音,全清,發聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2355,怖,普故,phoo3,4.11暮,滂,ph,脣音,重脣音,次清,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2356,厝,倉故,choo3,4.11暮,清,ch,齒音,齒頭音,次清,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2357,絝,苦故,khoo3,4.11暮,溪,kh,牙音,牙音,次清,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2358,捕,薄故,poo7,4.11暮,並,p,脣音,重脣音,全濁,,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2359,謼,荒故,hoo3,4.11暮,曉,h,喉音,喉音,次清,送氣,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2360,作,臧祚,coo3,4.11暮,精,c,齒音,齒頭音,全清,發聲,模開1舒聲,oo,遇,模,暮,去,開,1,獨洪
2361,霽,子計,ce3,4.12霽,精,c,齒音,齒頭音,全清,發聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2362,帝,都計,te3,4.12霽,端,t,舌音,舌頭音,全清,發聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2363,嚌,在詣,ce7,4.12霽,從,c,齒音,齒頭音,全濁,,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2364,替,他計,the3,4.12霽,透,th,舌音,舌頭音,次清,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2365,第,特計,te7,4.12霽,定,t,舌音,舌頭音,全濁,,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2366,砌,七計,che3,4.12霽,清,ch,齒音,齒頭音,次清,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2367,細,蘇計,se3,4.12霽,心,s,齒音,齒頭音,全清,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2368,詣,五計,ge7,4.12霽,疑,g,牙音,牙音,次濁,收聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2369,計,古詣,ke3,4.12霽,見,k,牙音,牙音,全清,發聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2370,蒵,胡計,he7,4.12霽,匣,h,喉音,喉音,全濁,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2371,契,苦計,khe3,4.12霽,溪,kh,牙音,牙音,次清,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2372,翳,於計,Øe3,4.12霽,影,Ø,喉音,喉音,全清,發聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2373,謎,莫計,be7,4.12霽,明,b,脣音,重脣音,次濁,收聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2374,閉,博計,pe3,4.12霽,幫,p,脣音,重脣音,全清,發聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2375,慧,胡桂,hue7,4.12霽,匣,h,喉音,喉音,全濁,送氣,齊合4舒聲,ue,蟹,齊,霽,去,合,4,合細
2376,桂,古惠,kue3,4.12霽,見,k,牙音,牙音,全清,發聲,齊合4舒聲,ue,蟹,齊,霽,去,合,4,合細
2377,嘒,呼惠,hue3,4.12霽,曉,h,喉音,喉音,次清,送氣,齊合4舒聲,ue,蟹,齊,霽,去,合,4,合細
2378,媲,匹詣,phe3,4.12霽,滂,ph,脣音,重脣音,次清,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2379,薜,蒲計,pe7,4.12霽,並,p,脣音,重脣音,全濁,,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2380,麗,郎計,le7,4.12霽,來,l,半舌音,半舌,次濁,收聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2381,泥,奴計,le7,4.12霽,泥,l,舌音,舌頭音,次濁,收聲,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2382,㰥,呼計,he3,4.12霽,曉,h,喉音,喉音,次清,送氣,齊開4舒聲,e,蟹,齊,霽,去,開,4,開細
2383,祭,子例,ce3,4.13祭,精,c,齒音,齒頭音,全清,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2384,歲,相銳,sue3,4.13祭,心,s,齒音,齒頭音,全清,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2385,衞,于歲,Øue7,4.13祭,云,Ø,喉音,喉音,次濁,發聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2386,芮,而銳,jue7,4.13祭,日,j,半齒音,半齒,次濁,收聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2387,贅,之銳,cue3,4.13祭,章,c,齒音,正齒近舌上,全清,發聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2388,𠻜,山芮,sue3,4.13祭,生,s,齒音,正齒近齒頭,全清,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2389,毳,此芮,chue3,4.13祭,清,ch,齒音,齒頭音,次清,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2390,銳,以芮,Øue7,4.13祭,以,Ø,喉音,喉音,次濁,發聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2391,綴,陟衛,tue3,4.13祭,知,t,舌音,舌上音,全清,發聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2392,稅,舒芮,sue3,4.13祭,書,s,齒音,正齒近舌上,全清,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2393,獘,毗祭,pe7,4.13祭,並,p,脣音,重脣音,全濁,,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2394,㯔,楚稅,chue3,4.13祭,初,ch,齒音,正齒近齒頭,次清,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2395,篲,祥歲,sue7,4.13祭,邪,s,齒音,齒頭音,全濁,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2396,蔽,必袂,pe3,4.13祭,幫,p,脣音,重脣音,全清,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2397,劌,居衛,kue3,4.13祭,見,k,牙音,牙音,全清,發聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2398,袂,彌𡚁,be7,4.13祭,明,b,脣音,重脣音,次濁,收聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2399,㡜,所例,se3,4.13祭,生,s,齒音,正齒近齒頭,全清,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2400,掣,尺制,che3,4.13祭,昌,ch,齒音,正齒近舌上,次清,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2401,制,征例,ce3,4.13祭,章,c,齒音,正齒近舌上,全清,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2402,逝,時制,se7,4.13祭,禪,s,齒音,正齒近齒頭,全濁,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2403,曵,餘制,Øe7,4.13祭,以,Ø,喉音,喉音,次濁,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2404,䋵,於罽,Øe3,4.13祭,影,Ø,喉音,喉音,全清,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2405,藝,魚祭,ge7,4.13祭,疑,g,牙音,牙音,次濁,收聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2406,滯,直例,te7,4.13祭,澄,t,舌音,舌上音,全濁,,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2407,例,力制,le7,4.13祭,來,l,半舌音,半舌,次濁,收聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2408,憩,去例,khe3,4.13祭,溪,kh,牙音,牙音,次清,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2409,丗,舒制,se3,4.13祭,書,s,齒音,正齒近舌上,全清,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2410,猘,居例,ke3,4.13祭,見,k,牙音,牙音,全清,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2411,㿃,竹例,te3,4.13祭,知,t,舌音,舌上音,全清,發聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2412,偈,其憩,ke7,4.13祭,群,k,牙音,牙音,全濁,,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2413,啜,甞芮,sue7,4.13祭,禪,s,齒音,正齒近齒頭,全濁,送氣,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2414,跇,丑例,the3,4.13祭,徹,th,舌音,舌上音,次清,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2415,𨮱,除芮,tue7,4.13祭,澄,t,舌音,舌上音,全濁,,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2416,㓷,牛例,ge7,4.13祭,疑,g,牙音,牙音,次濁,收聲,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2417,蕝,子芮,cue3,4.13祭,精,c,齒音,齒頭音,全清,發聲,祭合3舒聲,ue,蟹,祭,祭,去,合,3,合細
2418,潎,匹蔽,phe3,4.13祭,滂,ph,脣音,重脣音,次清,送氣,祭開3舒聲,e,蟹,祭,祭,去,開,3,開細
2419,𥏙,丘吠,khue3,4.13祭,溪,kh,牙音,牙音,次清,送氣,廢合1舒聲,ue,蟹,廢,廢,去,合,1,合洪
2420,䂕,呼吠,hue3,4.13祭,曉,h,喉音,喉音,次清,送氣,廢合1舒聲,ue,蟹,廢,廢,去,合,1,合洪
2421,泰,他蓋,thai3,4.14泰,透,th,舌音,舌頭音,次清,送氣,,,,,,,,,
2422,蓋,古太,kai3,4.14泰,見,k,牙音,牙音,全清,發聲,,,,,,,,,
2423,艾,五蓋,gai7,4.14泰,疑,g,牙音,牙音,次濁,收聲,,,,,,,,,
2424,藹,於蓋,Øai3,4.14泰,影,Ø,喉音,喉音,全清,發聲,,,,,,,,,
2425,柰,奴帶,lai7,4.14泰,泥,l,舌音,舌頭音,次濁,收聲,,,,,,,,,
2426,大,徒蓋,tai7,4.14泰,定,t,舌音,舌頭音,全濁,,,,,,,,,,
2427,害,胡蓋,hai7,4.14泰,匣,h,喉音,喉音,全濁,送氣,,,,,,,,,
2428,帶,當蓋,tai3,4.14泰,端,t,舌音,舌頭音,全清,發聲,,,,,,,,,
2429,貝,愽蓋,pai3,4.14泰,幫,p,脣音,重脣音,全清,發聲,,,,,,,,,
2430,霈,普蓋,phai3,4.14泰,滂,ph,脣音,重脣音,次清,送氣,,,,,,,,,
2431,會,黃外,hua7,4.14泰,匣,h,喉音,喉音,全濁,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2432,兊,杜外,tua7,4.14泰,定,t,舌音,舌頭音,全濁,,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2433,儈,古外,kua3,4.14泰,見,k,牙音,牙音,全清,發聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2434,最,祖外,cua3,4.14泰,精,c,齒音,齒頭音,全清,發聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2435,𧬨,呼會,hua3,4.14泰,曉,h,喉音,喉音,次清,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2436,𥢶,苦會,khua3,4.14泰,溪,kh,牙音,牙音,次清,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2437,酹,郎外,lua7,4.14泰,來,l,半舌音,半舌,次濁,收聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2438,外,五會,gua7,4.14泰,疑,g,牙音,牙音,次濁,收聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2439,祋,丁外,tua3,4.14泰,端,t,舌音,舌頭音,全清,發聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2440,懀,烏外,Øua3,4.14泰,影,Ø,喉音,喉音,全清,發聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2441,蕞,才外,cua7,4.14泰,從,c,齒音,齒頭音,全濁,,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2442,𥕸,先外,sua3,4.14泰,心,s,齒音,齒頭音,全清,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2443,襊,麤最,chua3,4.14泰,清,ch,齒音,齒頭音,次清,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2444,旆,蒲蓋,pai7,4.14泰,並,p,脣音,重脣音,全濁,,,,,,,,,,
2445,磕,苦蓋,khai3,4.14泰,溪,kh,牙音,牙音,次清,送氣,,,,,,,,,
2446,蔡,倉大,chai3,4.14泰,清,ch,齒音,齒頭音,次清,送氣,,,,,,,,,
2447,賴,落蓋,lai7,4.14泰,來,l,半舌音,半舌,次濁,收聲,,,,,,,,,
2448,餀,呼艾,hai3,4.14泰,曉,h,喉音,喉音,次清,送氣,,,,,,,,,
2449,娧,他外,thua3,4.14泰,透,th,舌音,舌頭音,次清,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2450,昧,莫貝,bua7,4.14泰,明,b,脣音,重脣音,次濁,收聲,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2451,𦦣,七外,chua3,4.14泰,清,ch,齒音,齒頭音,次清,送氣,泰合1舒聲,ua,蟹,泰,泰,去,合,1,合洪
2452,卦,古賣,kai3,4.15卦,見,k,牙音,牙音,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2453,懈,古隘,kai3,4.15卦,見,k,牙音,牙音,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2454,邂,胡懈,hai7,4.15卦,匣,h,喉音,喉音,全濁,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2455,賣,莫懈,bai7,4.15卦,明,b,脣音,重脣音,次濁,收聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2456,畫,胡卦,hai7,4.15卦,匣,h,喉音,喉音,全濁,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2457,差,楚懈,chai3,4.15卦,初,ch,齒音,正齒近齒頭,次清,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2458,睚,五懈,gai7,4.15卦,疑,g,牙音,牙音,次濁,收聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2459,謑,火懈,hai3,4.15卦,曉,h,喉音,喉音,次清,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2460,庍,方卦,hai3,4.15卦,非,h,脣音,輕脣音,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2461,粺,傍卦,pai7,4.15卦,並,p,脣音,重脣音,全濁,,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2462,㾹,士懈,cai7,4.15卦,崇,c,齒音,正齒近齒頭,全濁,,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2463,派,匹卦,phai3,4.15卦,滂,ph,脣音,重脣音,次清,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2464,債,側賣,cai3,4.15卦,莊,c,齒音,正齒近齒頭,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2465,𡢖,苦賣,khai3,4.15卦,溪,kh,牙音,牙音,次清,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2466,曬,所賣,sai3,4.15卦,生,s,齒音,正齒近齒頭,全清,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2467,諣,呼卦,hai3,4.15卦,曉,h,喉音,喉音,次清,送氣,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2468,㠔,方賣,hai3,4.15卦,非,h,脣音,輕脣音,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2469,膪,竹賣,tai3,4.15卦,知,t,舌音,舌上音,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2470,怪,古壞,kuai3,4.16怪,見,k,牙音,牙音,全清,發聲,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2471,噫,烏界,Øai3,4.16怪,影,Ø,喉音,喉音,全清,發聲,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2472,瘵,側界,cai3,4.16怪,莊,c,齒音,正齒近齒頭,全清,發聲,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2473,誡,古拜,kai3,4.16怪,見,k,牙音,牙音,全清,發聲,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2474,褹,女介,lai7,4.16怪,娘,l,舌音,舌上音,次濁,收聲,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2475,譮,許介,hai3,4.16怪,曉,h,喉音,喉音,次清,送氣,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2476,械,胡介,hai7,4.16怪,匣,h,喉音,喉音,全濁,送氣,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2477,𦗐,五介,gai7,4.16怪,疑,g,牙音,牙音,次濁,收聲,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2478,蒯,苦怪,khuai3,4.16怪,溪,kh,牙音,牙音,次清,送氣,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2479,𢷎,博怪,puai3,4.16怪,幫,p,脣音,重脣音,全清,發聲,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2480,湃,普拜,phai3,4.16怪,滂,ph,脣音,重脣音,次清,送氣,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2481,壞,胡怪,huai7,4.16怪,匣,h,喉音,喉音,全濁,送氣,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2482,聵,五怪,guai7,4.16怪,疑,g,牙音,牙音,次濁,收聲,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2483,𢟡,蒲拜,pai7,4.16怪,並,p,脣音,重脣音,全濁,,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2484,䀛,莫拜,bai7,4.16怪,明,b,脣音,重脣音,次濁,收聲,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2485,𧱳,火怪,huai3,4.16怪,曉,h,喉音,喉音,次清,送氣,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2486,鎩,所拜,sai3,4.16怪,生,s,齒音,正齒近齒頭,全清,送氣,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2487,烗,苦戒,khai3,4.16怪,溪,kh,牙音,牙音,次清,送氣,皆開2舒聲,ai,蟹,皆,怪,去,開,2,開洪
2488,顡,他怪,thuai3,4.16怪,透,th,舌音,舌頭音,次清,送氣,皆合2舒聲,uai,蟹,皆,怪,去,合,2,合洪
2489,夬,古賣,kai3,4.17夬,見,k,牙音,牙音,全清,發聲,佳開2舒聲,ai,蟹,佳,卦,去,開,2,開洪
2490,快,苦夬,khuai3,4.17夬,溪,kh,牙音,牙音,次清,送氣,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2491,邁,莫話,buai7,4.17夬,明,b,脣音,重脣音,次濁,收聲,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2492,話,下快,huai7,4.17夬,匣,h,喉音,喉音,全濁,送氣,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2493,敗,薄邁,puai7,4.17夬,並,p,脣音,重脣音,全濁,,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2494,䵳,烏快,Øuai3,4.17夬,影,Ø,喉音,喉音,全清,發聲,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2495,嘬,楚夬,chuai3,4.17夬,初,ch,齒音,正齒近齒頭,次清,送氣,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2496,犗,古喝,kai3,4.17夬,見,k,牙音,牙音,全清,發聲,夬開2舒聲,ai,蟹,夬,夬,去,開,2,開洪
2497,蠆,丑犗,thai3,4.17夬,徹,th,舌音,舌上音,次清,送氣,夬開2舒聲,ai,蟹,夬,夬,去,開,2,開洪
2498,喝,於犗,Øai3,4.17夬,影,Ø,喉音,喉音,全清,發聲,夬開2舒聲,ai,蟹,夬,夬,去,開,2,開洪
2499,𠱡,所犗,sai3,4.17夬,生,s,齒音,正齒近齒頭,全清,送氣,夬開2舒聲,ai,蟹,夬,夬,去,開,2,開洪
2500,𦤧,除邁,tuai7,4.17夬,澄,t,舌音,舌上音,全濁,,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2501,䜕,火犗,hai3,4.17夬,曉,h,喉音,喉音,次清,送氣,夬開2舒聲,ai,蟹,夬,夬,去,開,2,開洪
2502,咶,火夬,huai3,4.17夬,曉,h,喉音,喉音,次清,送氣,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2503,敗,補邁,puai3,4.17夬,幫,p,脣音,重脣音,全清,發聲,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2504,啐,倉夬,chuai3,4.17夬,清,ch,齒音,齒頭音,次清,送氣,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2505,寨,犲夬,cuai7,4.17夬,崇,c,齒音,正齒近齒頭,全濁,,夬合2舒聲,uai,蟹,夬,夬,去,合,2,合洪
2506,㕢,何犗,hai7,4.17夬,匣,h,喉音,喉音,全濁,送氣,夬開2舒聲,ai,蟹,夬,夬,去,開,2,開洪
2507,隊,徒對,tue7,4.18隊,定,t,舌音,舌頭音,全濁,,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2508,佩,蒲昧,pue7,4.18隊,並,p,脣音,重脣音,全濁,,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2509,妹,莫佩,bue7,4.18隊,明,b,脣音,重脣音,次濁,收聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2510,配,滂佩,phue3,4.18隊,滂,ph,脣音,重脣音,次清,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2511,誨,荒内,hue3,4.18隊,曉,h,喉音,喉音,次清,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2512,對,都隊,tue3,4.18隊,端,t,舌音,舌頭音,全清,發聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2513,倅,七内,chue3,4.18隊,清,ch,齒音,齒頭音,次清,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2514,晬,子對,cue3,4.18隊,精,c,齒音,齒頭音,全清,發聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2515,𩲄,烏繢,Øue3,4.18隊,影,Ø,喉音,喉音,全清,發聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2516,退,他内,thue3,4.18隊,透,th,舌音,舌頭音,次清,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2517,憒,古對,kue3,4.18隊,見,k,牙音,牙音,全清,發聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2518,潰,胡對,hue7,4.18隊,匣,h,喉音,喉音,全濁,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2519,塊,苦對,khue3,4.18隊,溪,kh,牙音,牙音,次清,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2520,碎,蘇内,sue3,4.18隊,心,s,齒音,齒頭音,全清,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2521,内,奴對,lue7,4.18隊,泥,l,舌音,舌頭音,次濁,收聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2522,纇,盧對,lue7,4.18隊,來,l,半舌音,半舌,次濁,收聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2523,背,補妹,pue3,4.18隊,幫,p,脣音,重脣音,全清,發聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2524,磑,五對,gue7,4.18隊,疑,g,牙音,牙音,次濁,收聲,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2525,蚚,胡輩,hue7,4.18隊,匣,h,喉音,喉音,全濁,送氣,灰合1舒聲,ue,蟹,灰,隊,去,合,1,合洪
2526,代,徒耐,tai7,4.19代,定,t,舌音,舌頭音,全濁,,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2527,載,作代,cai3,4.19代,精,c,齒音,齒頭音,全清,發聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2528,䆀,莫代,bai7,4.19代,明,b,脣音,重脣音,次濁,收聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2529,賽,先代,sai3,4.19代,心,s,齒音,齒頭音,全清,送氣,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2530,貸,他代,thai3,4.19代,透,th,舌音,舌頭音,次清,送氣,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2531,漑,古代,kai3,4.19代,見,k,牙音,牙音,全清,發聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2532,慨,苦蓋,khai3,4.19代,溪,kh,牙音,牙音,次清,送氣,,,,,,,,,
2533,礙,五漑,gai7,4.19代,疑,g,牙音,牙音,次濁,收聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2534,愛,烏代,Øai3,4.19代,影,Ø,喉音,喉音,全清,發聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2535,瀣,胡槩,hai7,4.19代,匣,h,喉音,喉音,全濁,送氣,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2536,耐,奴代,lai7,4.19代,泥,l,舌音,舌頭音,次濁,收聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2537,戴,都代,tai3,4.19代,端,t,舌音,舌頭音,全清,發聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2538,賚,落代,lai7,4.19代,來,l,半舌音,半舌,次濁,收聲,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2539,菜,倉代,chai3,4.19代,清,ch,齒音,齒頭音,次清,送氣,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
2540,載,昨代,cai7,4.19代,從,c,齒音,齒頭音,全濁,,咍開1舒聲,ai,蟹,咍,代,去,開,1,開洪
