識別號,漢字,切音,字韻,聲調,原資料拼音,舒促聲,聲,韻,調,拼音碼,雅俗通標音,十五音標音,常用度
2900,烺,柳,公,下去,long7,舒聲,l,ong,7,long7,公下去聲柳,公七柳,
2901,傍,邊,公,下去,pong7,舒聲,p,ong,7,pong7,公下去聲邊,公七邊,
2902,狂,求,公,下去,kong7,舒聲,k,ong,7,kong7,公下去聲求,公七求,
2903,𥒳,去,公,下去,khong7,舒聲,kh,ong,7,khong7,公下去聲去,公七去,
2904,洞,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2905,慟,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2906,動,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2907,𢡂,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2908,恫,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2909,燙,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2910,碭,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2911,踢,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2912,湯,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2913,蕩,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2914,盪,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2915,撞,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2916,宕,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,0.01
2917,崵,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2918,𡼍,地,公,下去,tong7,舒聲,t,ong,7,tong7,公下去聲地,公七地,
2919,狀,曾,公,下去,tsong7,舒聲,z,ong,7,zong7,公下去聲曾,公七曾,
2920,臟,曾,公,下去,tsong7,舒聲,z,ong,7,zong7,公下去聲曾,公七曾,
2921,奘,曾,公,下去,tsong7,舒聲,z,ong,7,zong7,公下去聲曾,公七曾,
2922,藏,曾,公,下去,tsong7,舒聲,z,ong,7,zong7,公下去聲曾,公七曾,
2923,王,英,公,下去,ong7,舒聲,q,ong,7,qong7,公下去聲英,公七英,
2924,旺,英,公,下去,ong7,舒聲,q,ong,7,qong7,公下去聲英,公七英,
2925,望,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,
2926,𪤀,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,
2927,妄,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,
2928,夢,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,0.01
2929,夣,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,
2930,梦,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,
2931,懜,門,公,下去,bong7,舒聲,b,ong,7,bong7,公下去聲門,公七門,0.01
2932,𢓋,語,公,下去,gong7,舒聲,g,ong,7,gong7,公下去聲語,公七語,0.01
2933,𪨫,語,公,下去,gong7,舒聲,g,ong,7,gong7,公下去聲語,公七語,
2934,𩾱,語,公,下去,gong7,舒聲,g,ong,7,gong7,公下去聲語,公七語,
2935,戇,語,公,下去,gong7,舒聲,g,ong,7,gong7,公下去聲語,公七語,
2936,戅,語,公,下去,gong7,舒聲,g,ong,7,gong7,公下去聲語,公七語,
2937,奉,喜,公,下去,hong7,舒聲,h,ong,7,hong7,公下去聲喜,公七喜,
2938,鳳,喜,公,下去,hong7,舒聲,h,ong,7,hong7,公下去聲喜,公七喜,
2939,汞,喜,公,下去,hong7,舒聲,h,ong,7,hong7,公下去聲喜,公七喜,
2940,𦕷,喜,公,下去,hong7,舒聲,h,ong,7,hong7,公下去聲喜,公七喜,
2941,哄,喜,公,下去,hong7,舒聲,h,ong,7,hong7,公下去聲喜,公七喜,
2942,俸,喜,公,下去,hong7,舒聲,h,ong,7,hong7,公下去聲喜,公七喜,
2943,洛,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2944,烙,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2945,珞,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2946,馲,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2947,祿,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2948,絡,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2949,傉,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2950,駱,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2951,酪,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2952,𥯛,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2953,落,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2954,雒,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2955,鹿,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2956,漉,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2957,轆,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2958,麓,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2959,鏕,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2960,簏,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2961,剹,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2962,犖,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2963,樂,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2964,櫟,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2965,諾,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2966,碌,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2967,爏,柳,公,下入,lok8,促聲,l,ok,8,lok8,公下入聲柳,公八柳,
2968,僕,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2969,㒒,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2970,幞,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2971,襆,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,0.01
2972,匐,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2973,伏,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,0.01
2974,薄,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2975,簿,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2976,箔,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2977,縛,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2978,亳,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2979,僰,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2980,泊,邊,公,下入,pok8,促聲,p,ok,8,pok8,公下入聲邊,公八邊,
2981,𠉩,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2982,毒,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2983,纛,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2984,碡,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2985,獨,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2986,髑,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2987,鐲,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2988,躅,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2989,黷,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2990,匵,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2991,櫝,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2992,牘,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2993,瀆,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2994,犢,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2995,覿,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2996,嬻,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2997,讟,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2998,鐸,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
2999,度,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
3000,𦉷,地,公,下入,tok8,促聲,t,ok,8,tok8,公下入聲地,公八地,
3001,暴,頗,公,下入,phok8,促聲,ph,ok,8,phok8,公下入聲頗,公八頗,
3002,曝,頗,公,下入,phok8,促聲,ph,ok,8,phok8,公下入聲頗,公八頗,
3003,爆,頗,公,下入,phok8,促聲,ph,ok,8,phok8,公下入聲頗,公八頗,
3004,瀑,頗,公,下入,phok8,促聲,ph,ok,8,phok8,公下入聲頗,公八頗,
3005,襮,頗,公,下入,phok8,促聲,ph,ok,8,phok8,公下入聲頗,公八頗,
3006,讀,他,公,下入,thok8,促聲,th,ok,8,thok8,公下入聲他,公八他,
3007,𦢌,他,公,下入,thok8,促聲,th,ok,8,thok8,公下入聲他,公八他,
3008,黷,他,公,下入,thok8,促聲,th,ok,8,thok8,公下入聲他,公八他,
3009,昨,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3010,怍,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3011,酢,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3012,柞,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3013,濯,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3014,濁,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3015,擢,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3016,族,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3017,瘯,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3018,鷟,曾,公,下入,tsok8,促聲,z,ok,8,zok8,公下入聲曾,公八曾,
3019,木,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3020,沐,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3021,霂,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3022,目,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3023,苜,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3024,睦,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3025,穆,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3026,繆,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3027,牧,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3028,莫,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3029,寞,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3030,瘼,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3031,鏌,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3032,漠,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3033,暯,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3034,𠡞,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3035,䜼,門,公,下入,bok8,促聲,b,ok,8,bok8,公下入聲門,公八門,
3036,偔,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3037,愕,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3038,咢,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3039,萼,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3040,蕚,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3041,諤,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3042,崿,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3043,㟧,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3044,𡼑,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3045,𥔲,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3046,鄂,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3047,鶚,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3048,㓵,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3049,鵠,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3050,噩,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3051,𡾙,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3052,鰐,語,公,下入,gok8,促聲,g,ok,8,gok8,公下入聲語,公八語,
3053,鑿,出,公,下入,tshok8,促聲,c,ok,8,cok8,公下入聲出,公八出,
3054,伏,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3055,茯,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3056,袱,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3057,㠅,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3058,澓,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3059,復,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3060,緮,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3061,鶴,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3062,寉,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3063,虙,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3064,服,喜,公,下入,hok8,促聲,h,ok,8,hok8,公下入聲喜,公八喜,
3065,乖,求,乖,上平,kuai1,舒聲,k,uai,1,kuai1,乖上平聲求,乖一求,
3066,𠂯,求,乖,上平,kuai1,舒聲,k,uai,1,kuai1,乖上平聲求,乖一求,
3067,䲅,求,乖,上平,kuai1,舒聲,k,uai,1,kuai1,乖上平聲求,乖一求,
3068,㔞,去,乖,上平,khuai1,舒聲,kh,uai,1,khuai1,乖上平聲去,乖一去,
3069,𢶀,曾,乖,上平,tsuai1,舒聲,z,uai,1,zuai1,乖上平聲曾,乖一曾,
3070,歪,英,乖,上平,uai1,舒聲,q,uai,1,quai1,乖上平聲英,乖一英,
3071,竵,喜,乖,上平,huai1,舒聲,h,uai,1,huai1,乖上平聲喜,乖一喜,
3072,拐,求,乖,上上,kuai2,舒聲,k,uai,2,kuai2,乖上上聲求,乖二求,
3073,柺,求,乖,上上,kuai2,舒聲,k,uai,2,kuai2,乖上上聲求,乖二求,
3074,夬,求,乖,上上,kuai2,舒聲,k,uai,2,kuai2,乖上上聲求,乖二求,
3075,蒯,求,乖,上上,kuai2,舒聲,k,uai,2,kuai2,乖上上聲求,乖二求,
3076,扒,邊,乖,上去,puai3,舒聲,p,uai,3,puai3,乖上去聲邊,乖三邊,
3077,怪,求,乖,上去,kuai3,舒聲,k,uai,3,kuai3,乖上去聲求,乖三求,
3078,恠,求,乖,上去,kuai3,舒聲,k,uai,3,kuai3,乖上去聲求,乖三求,
3079,圣,求,乖,上去,kuai3,舒聲,k,uai,3,kuai3,乖上去聲求,乖三求,0.01
3080,快,去,乖,上去,khuai3,舒聲,kh,uai,3,khuai3,乖上去聲去,乖三去,
3081,駃,去,乖,上去,khuai3,舒聲,kh,uai,3,khuai3,乖上去聲去,乖三去,
3082,噲,去,乖,上去,khuai3,舒聲,kh,uai,3,khuai3,乖上去聲去,乖三去,
3083,塊,去,乖,上去,khuai3,舒聲,kh,uai,3,khuai3,乖上去聲去,乖三去,
3084,䵳,英,乖,上去,uai3,舒聲,q,uai,3,quai3,乖上去聲英,乖三英,
3085,䶐,英,乖,上去,uai3,舒聲,q,uai,3,quai3,乖上去聲英,乖三英,
3086,𣸎,喜,乖,上去,huai3,舒聲,h,uai,3,huai3,乖上去聲喜,乖三喜,
3087,𣟉,喜,乖,上去,huai3,舒聲,h,uai,3,huai3,乖上去聲喜,乖三喜,
3088,詭,語,乖,下平,guai5,舒聲,g,uai,5,guai5,乖下平聲語,乖五語,
3089,褱,喜,乖,下平,huai5,舒聲,h,uai,5,huai5,乖下平聲喜,乖五喜,
3090,懷,喜,乖,下平,huai5,舒聲,h,uai,5,huai5,乖下平聲喜,乖五喜,
3091,懐,喜,乖,下平,huai5,舒聲,h,uai,5,huai5,乖下平聲喜,乖五喜,
3092,淮,喜,乖,下平,huai5,舒聲,h,uai,5,huai5,乖下平聲喜,乖五喜,0.01
3093,槐,喜,乖,下平,huai5,舒聲,h,uai,5,huai5,乖下平聲喜,乖五喜,
3094,顡,語,乖,下去,guai7,舒聲,g,uai,7,guai7,乖下去聲語,乖七語,
3095,壞,喜,乖,下去,huai7,舒聲,h,uai,7,huai7,乖下去聲喜,乖七喜,
3096,冰,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3097,氷,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3098,仌,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3099,伻,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3100,兵,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3101,𠉔,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3102,𠈯,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,0.01
3103,崩,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,0.01
3104,帡,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3105,絣,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3106,栟,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3107,傍,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3108,祊,邊,經,上平,peng1,舒聲,p,ing,1,ping1,經上平聲邊,經一邊,
3109,經,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3110,京,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3111,庚,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3112,𢈴,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3113,賡,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3114,鶊,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3115,矜,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3116,扃,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3117,坰,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3118,駉,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3119,稉,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3120,更,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3121,㪅,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3122,耕,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,0.01
3123,畊,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3124,涇,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3125,莖,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3126,硜,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3127,荆,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3128,肱,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3129,羹,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3130,驚,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3131,兢,求,經,上平,keng1,舒聲,k,ing,1,king1,經上平聲求,經一求,
3132,傾,去,經,上平,kheng1,舒聲,kh,ing,1,khing1,經上平聲去,經一去,
3133,卿,去,經,上平,kheng1,舒聲,kh,ing,1,khing1,經上平聲去,經一去,
3134,輕,去,經,上平,kheng1,舒聲,kh,ing,1,khing1,經上平聲去,經一去,
3135,坑,去,經,上平,kheng1,舒聲,kh,ing,1,khing1,經上平聲去,經一去,
3136,阬,去,經,上平,kheng1,舒聲,kh,ing,1,khing1,經上平聲去,經一去,
3137,砊,去,經,上平,kheng1,舒聲,kh,ing,1,khing1,經上平聲去,經一去,
3138,丁,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3139,㣔,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3140,仃,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,0.01
3141,叮,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3142,疔,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3143,登,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3144,豋,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3145,釘,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,0.01
3146,燈,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3147,灯,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3148,𦉬,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,0.01
3149,簦,地,經,上平,teng1,舒聲,t,ing,1,ting1,經上平聲地,經一地,
3150,烹,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3151,亨,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3152,俜,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,0.01
3153,𠏬,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3154,娉,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3155,甹,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3156,胓,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3157,砰,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3158,磞,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3159,漰,頗,經,上平,pheng1,舒聲,ph,ing,1,phing1,經上平聲頗,經一頗,
3160,汀,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3161,廳,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3162,牚,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3163,橕,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3164,撐,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3165,𢴤,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3166,瞠,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,0.01
3167,聽,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3168,鐺,他,經,上平,theng1,舒聲,th,ing,1,thing1,經上平聲他,經一他,
3169,曾,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3170,僧,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3171,增,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3172,憎,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3173,繒,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3174,矰,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3175,罾,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3176,正,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3177,佂,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3178,征,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3179,眐,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
3180,𨒌,曾,經,上平,tseng1,舒聲,z,ing,1,zing1,經上平聲曾,經一曾,
